TIME,GEO,Men's lace-up shoes (1 pair),Men's street shoes (1 pair),Ladies' conventional court shoes (1 pair),Ladies' long boots (1 pair),Children's sport shoes (1 pair)
2011,Germany (until 1990 former territory of the FRG),64.0445796460177,53.42889380530973,60.50601769911505,88.97278761061946,29.337278761061945
2011,Estonia,68.74452433628318,57.34980088495574,64.94628318584071,95.50210176991152,31.49021017699115
2011,Ireland,64.6712389380531,53.9516814159292,61.09805309734513,89.8433628318584,29.624336283185837
2011,Greece,60.09662610619469,50.13533185840708,56.776194690265484,83.48816371681416,27.528816371681415
2011,Spain,56.52466814159292,47.1554424778761,53.40159292035399,78.52588495575222,25.89258849557522
2011,France,63.66858407079645,53.11522123893804,60.150796460176984,88.4504424778761,29.16504424778761
2011,Croatia,57.94,52.05,55.54,100.73,32.03
2011,Italy,89.57,66.25,76.88,114.82,42.47
2011,Cyprus,80.57,39.79,75.03,116.00,30.46
2011,Latvia,68.43119469026549,57.08840707964602,64.65026548672567,95.06681415929204,31.3466814159292
2011,Lithuania,71.49,27.62,128.37,98.61,19.18
2011,Luxembourg,64.79657079646017,54.0562389380531,61.216460176991156,90.0174778761062,29.681747787610618
2011,Hungary,54.7700221238938,45.6916371681416,51.74389380530973,76.08827433628319,25.088827433628317
2011,Malta,56.93,35.49,40.64,54.99,26.83
2011,Netherlands,123.68,61.02,78.18,108.34,47.18
2011,Austria,60.033960176991144,50.08305309734513,56.716991150442475,83.40110619469026,27.500110619469023
2011,Poland,46.54,31.89,54.70407079646018,81.14,13.93
2011,Portugal,64.23257743362831,53.585730088495566,60.68362831858407,89.23396017699115,29.423396017699112
2011,Romania,45.96,50.553561946902654,57.24982300884955,72.29,27.758462389380526
2011,Slovenia,68.24,30.99,63.14,92.46,25.20
2011,Slovakia,59.53,39.24,55.42,99.45,27.47
2011,Finland,74.32179203539822,62.00261061946901,70.21539823008848,103.25022123893804,34.0450221238938
2011,Sweden,79.71106194690265,66.49858407079645,75.30690265486726,110.73716814159293,36.51371681415929
2011,United Kingdom,56.83799778761061,47.41683628318584,53.697610619469025,78.96117256637167,26.036117256637166
2011,Iceland,85.53899336283185,71.36050884955752,80.81283185840708,118.83351769911505,39.183351769911496
2011,Norway,115.99,76.53610619469026,86.67398230088496,127.45221238938052,39.84
2011,Switzerland,73.1938053097345,61.061592920353974,69.14973451327434,101.68318584070796,33.528318584070796
2011,Montenegro,69.05785398230088,57.61119469026548,65.24230088495575,95.93738938053096,31.633738938053096
2011,North Macedonia,41.798174778761066,34.869933628318584,39.4887610619469,58.06736725663716,19.146736725663715
2011,Albania,50.63407079646017,42.241238938053094,47.836460176991146,70.34247787610619,23.194247787610614
2011,Serbia,68.74452433628318,57.34980088495574,64.94628318584071,95.50210176991152,31.49021017699115
2011,Turkey,39.60486725663717,42.41,29.65,39.87,21.66
2011,Bosnia and Herzegovina,68.30586283185839,56.98384955752212,64.53185840707964,94.89269911504425,31.28926991150442
2011,Kosovo (under United Nations Security Council Resolution 1244/99),62.66592920353982,52.2787610619469,59.203539823008846,87.0575221238938,28.705752212389378
2012,European Union - 27 countries (from 2020),66.23389339513326,55.25531865585168,62.574368482039404,92.01425260718425,30.340150637311705
2012,European Union - 28 countries (2013-2020),65.6431054461182,54.76245654692932,62.016222479721904,91.19351100811124,30.06952491309386
2012,European Union - 15 countries (1995-2004),66.62775202780996,55.58389339513325,62.94646581691774,92.56141367323292,30.520567786790263
2012,Euro area - 19 countries  (from 2015),66.7590382387022,55.69341830822711,63.07049826187718,92.74380069524915,30.580706836616454
2012,Euro area - 12 countries (2001-2006),66.89032444959444,55.80294322132097,63.19453070683663,92.92618771726536,30.640845886442648
2012,Belgium,72.1417728852839,60.18393974507532,68.15582850521439,100.22166859791427,33.046407879490154
2012,Bulgaria,48.51025492468135,40.46945538818077,45.829988412514496,67.39200463499421,22.221378910776362
2012,Czechia,56.65,47.26,53.52,78.70,25.95
2012,Denmark,78.18093858632676,65.22208574739281,73.86132097334878,108.61147161066049,35.81280417149479
2012,Germany (until 1990 former territory of the FRG),67.34982618771727,56.18628041714947,63.62864426419467,93.56454229432214,30.851332560834297
2012,Estonia,73.19206257242178,61.06013904982619,69.14808806488993,101.68076477404405,33.52752027809965
2012,Ireland,64.26460023174971,53.6124449594438,60.713881807647745,89.27844727694091,29.43806488991889
2012,Greece,61.90144843568945,51.64099652375434,58.48129779837775,85.9954808806489,28.35556199304751
2012,Spain,58.68493626882967,48.95763615295481,55.442502896871396,81.52699884125146,26.882155272305916
2012,France,66.69339513325608,55.63865585168018,63.00848203939745,92.65260718424102,30.550637311703362
2012,Croatia,57.94,52.05,55.54,100.73,32.03
2012,Italy,89.57,66.25,76.88,114.82,42.47
2012,Cyprus,80.57,39.79,75.03,116.00,30.46
2012,Latvia,69.51604866743918,57.99344148319815,65.67517960602551,96.5739281575898,31.843626882966397
2012,Lithuania,71.49,27.62,128.37,98.61,19.18
2012,Luxembourg,67.54675550405562,56.35056778679027,63.81469293163384,93.83812282734648,30.941541135573583
2012,Hungary,55.862282734646584,46.60285052143684,52.77580533024334,77.60567786790267,25.589165701042873
2012,Malta,56.93,35.49,40.64,54.99,26.83
2012,Netherlands,123.68,61.02,78.18,108.34,47.18
2012,Austria,65.44617612977984,54.59816917728853,61.830173812282744,90.91993047508691,29.97931633835458
2012,Poland,46.54,31.89,53.52,81.14,13.93
2012,Portugal,63.73945538818076,53.174345307068364,60.21775202780997,88.548899188876,29.197508690614136
2012,Romania,45.96,50.32669756662805,56.992908458864434,72.29,27.63389339513326
2012,Slovenia,68.24,30.99,63.14,92.46,25.20
2012,Slovakia,59.53,39.24,55.42,99.45,27.47
2012,Finland,77.78707995365005,64.89351100811123,73.48922363847046,108.06431054461183,35.632387022016225
2012,Sweden,84.28574739281576,70.31499420625725,79.62882966396293,117.09246813441483,38.609269988412514
2012,United Kingdom,62.623522595596754,52.24338354577057,59.16347624565471,86.99860950173813,28.686326767091543
2012,Iceland,91.70341830822711,76.50315179606024,86.6366628041715,127.3973348783314,42.007126303592116
2012,Norway,115.99,82.41749710312862,93.33441483198146,137.2462340672074,39.84
2012,Switzerland,77.39322132097335,64.56493626882967,73.11712630359213,107.51714947856317,35.45196987253766
2012,Montenegro,69.58169177288528,58.04820393974507,65.73719582850522,96.66512166859792,31.87369640787949
2012,North Macedonia,46.934820393974505,39.15515643105446,44.34159907300116,65.20336037079954,21.49971031286211
2012,Albania,50.8734067207416,42.440903823870215,48.06257242178447,70.67497103128622,23.30388180764774
2012,Serbia,65.38053302433372,54.543406720741594,61.76815758980301,90.82873696407879,29.949246813441484
2012,Turkey,44.70295480880649,42.41,29.65,39.87,21.66
2012,Bosnia and Herzegovina,63.87074159907301,53.283870220162214,60.34178447276941,88.73128621089224,29.257647740440326
2012,Kosovo (under United Nations Security Council Resolution 1244/99),65.6431054461182,54.76245654692932,62.016222479721904,91.19351100811124,30.06952491309386
2013,European Union - 27 countries (from 2020),66.97990708478513,55.87767711962834,63.27916376306621,93.0506387921022,30.68188153310105
2013,European Union - 28 countries (2013-2020),65.79558652729385,54.88966318234611,62.160278745644604,91.40534262485482,30.139372822299652
2013,European Union - 15 countries (1995-2004),66.91411149825785,55.822787456445994,63.217003484320564,92.95923344947737,30.651742160278744
2013,Euro area - 19 countries  (from 2015),67.83524970963995,56.59124274099884,64.08724738675959,94.23890824622534,31.07369337979094
2013,Euro area - 12 countries (2001-2006),67.96684088269454,56.70102206736353,64.21156794425087,94.42171893147504,31.13397212543554
2013,Belgium,73.29628339140535,61.14708478513357,69.24655052264809,101.82555168408828,33.57526132404181
2013,Bulgaria,49.0835075493612,40.947688734030194,46.37156794425088,68.18838559814169,22.48397212543554
2013,Czechia,56.65,47.26,53.52,78.70,25.95
2013,Denmark,80.53379790940767,67.18494773519164,76.084181184669,111.88013937282231,36.89059233449478
2013,Germany (until 1990 former territory of the FRG),68.69059233449478,57.30480836236935,64.89533101045296,95.42717770034845,31.465505226480843
2013,Estonia,77.24401858304297,64.44046457607433,72.97616724738677,107.30987224157958,35.383623693379796
2013,Ireland,61.321486643437865,51.15716608594657,57.933379790940776,85.1897793263647,28.089895470383276
2013,Greece,62.30842044134727,51.980511033681765,58.86578397212544,86.56085946573752,28.541986062717772
2013,Spain,59.67659698025552,49.784924506387924,56.37937282229966,82.90464576074334,27.336411149825786
2013,France,68.62479674796748,57.24991869918699,64.83317073170733,95.33577235772358,31.43536585365854
2013,Croatia,57.94,52.05,55.54,100.73,32.03
2013,Italy,89.57,66.25,76.88,114.82,42.47
2013,Cyprus,80.57,39.79,75.03,116.00,30.46
2013,Latvia,68.295818815331,56.975470383275265,64.5223693379791,94.87874564459932,31.284668989547036
2013,Lithuania,71.49,27.62,128.37,98.61,19.18
2013,Luxembourg,69.01957026713124,57.57925667828107,65.20613240418119,95.88420441347273,31.61620209059234
2013,Hungary,54.80772357723577,45.72308943089431,51.77951219512196,76.14065040650407,25.10609756097561
2013,Malta,56.93,35.49,40.64,54.99,26.83
2013,Netherlands,123.68,61.02,78.18,108.34,47.18
2013,Austria,66.71672473867596,55.658118466898955,63.03052264808364,92.6850174216028,30.561324041811847
2013,Poland,46.54,31.89,51.2822299651568,81.14,13.93
2013,Portugal,63.163763066202094,52.69407665505227,59.67386759581882,87.74912891986064,28.933797909407666
2013,Romania,45.96,52.20006968641115,59.114425087108025,72.29,28.66254355400697
2013,Slovenia,68.24,30.99,63.14,92.46,25.20
2013,Slovakia,59.53,39.24,55.42,99.45,27.47
2013,Finland,76.91504065040651,64.1660162601626,72.66536585365854,106.8528455284553,35.2329268292683
2013,Sweden,86.06062717770035,71.79567944250871,81.30564459930315,119.55818815331013,39.42229965156795
2013,United Kingdom,59.67659698025552,49.784924506387924,56.37937282229966,82.90464576074334,27.336411149825786
2013,Iceland,91.9822299651568,76.73574912891986,86.90006968641117,127.78466898954707,42.13484320557492
2013,Norway,115.99,79.53512195121952,90.07024390243903,132.44634146341465,39.84
2013,Switzerland,77.63879210220674,64.76980255516841,73.34912891986063,107.8583042973287,35.56445993031359
2013,Montenegro,69.414343786295,57.90859465737514,65.57909407665507,96.43263646922185,31.797038327526135
2013,North Macedonia,52.570673635307784,43.85684088269454,49.666062717770046,73.03286875725902,24.081358885017426
2013,Albania,49.28089430894309,41.11235772357724,46.558048780487816,68.46260162601628,22.574390243902442
2013,Serbia,65.00603948896632,54.23098722415796,61.41435540069686,90.30847851335658,29.777700348432052
2013,Turkey,44.017247386759585,42.41,29.65,39.87,21.66
2013,Bosnia and Herzegovina,56.32102206736353,46.98555168408827,53.20919860627178,78.24297328687572,25.7993031358885
2013,Kosovo (under United Nations Security Council Resolution 1244/99),50.53101045296167,42.15526132404181,47.73909407665506,70.1993031358885,23.147038327526133
2014,European Union - 27 countries (from 2020),76.54993270524899,63.861426648721405,72.32043068640647,106.3456258411844,35.0656796769852
2014,European Union - 28 countries (2013-2020),76.2449528936743,63.606998654104984,72.03230148048452,105.92193808882908,34.92597577388964
2014,European Union - 15 countries (1995-2004),76.93115746971738,64.17946164199192,72.68059219380889,106.87523553162855,35.240309555854644
2014,Euro area - 19 countries  (from 2015),76.62617765814267,63.92503364737551,72.39246298788694,106.45154777927323,35.100605652759086
2014,Euro area - 12 countries (2001-2006),76.70242261103634,63.98864064602961,72.46449528936743,106.55746971736205,35.13553162853297
2014,Belgium,83.10699865410497,69.33162853297443,78.51520861372813,115.45491251682371,38.069313593539704
2014,Bulgaria,59.69979811574697,49.80427994616419,56.40129205921938,82.93687752355316,27.34703903095558
2014,Czechia,56.65,47.26,53.52,78.70,25.95
2014,Denmark,94.6199865410498,78.93628532974428,89.3920861372813,131.4491251682369,43.343135935397044
2014,Germany (until 1990 former territory of the FRG),75.6349932705249,63.09814266487214,71.45604306864065,105.07456258411845,34.646567967698516
2014,Estonia,78.83728129205923,65.76963660834456,74.48139973082101,109.52328398384928,36.11345895020189
2014,Ireland,86.99549125168237,72.57558546433377,82.18885598923283,120.85693135935398,39.85053835800807
2014,Greece,82.80201884253027,69.07720053835801,78.22707940780619,115.03122476446838,37.92960969044414
2014,Spain,71.8227456258412,59.91779273216689,67.85442799461643,99.778465679677,32.900269179004034
2014,France,74.64380888290714,62.27125168236878,70.51962314939435,103.69757738896367,34.192530282637954
2014,Croatia,57.94,52.05,55.54,100.73,32.03
2014,Italy,89.57,66.25,76.88,114.82,42.47
2014,Cyprus,80.57,39.79,75.03,116.00,30.46
2014,Latvia,83.56446837146702,69.71327052489906,78.94740242261105,116.09044414535667,38.278869448183045
2014,Lithuania,71.49,27.62,128.37,98.61,19.18
2014,Luxembourg,75.93997308209958,63.352570659488556,71.74417227456259,105.49825033647376,34.78627187079408
2014,Hungary,74.79629878869449,62.398465679676974,70.66368775235532,103.90942126514133,34.26238223418573
2014,Malta,56.93,35.49,40.64,54.99,26.83
2014,Netherlands,123.68,61.02,78.18,108.34,47.18
2014,Austria,76.85491251682369,64.11585464333783,72.6085598923284,106.7693135935397,35.20538358008075
2014,Poland,46.54,31.89,67.42223418573352,81.14,13.93
2014,Portugal,76.77866756393001,64.05224764468372,72.53652759084792,106.66339165545088,35.17045760430687
2014,Romania,45.96,62.33485868102288,70.59165545087484,72.29,34.22745625841184
2014,Slovenia,68.24,30.99,63.14,92.46,25.20
2014,Slovakia,59.53,39.24,55.42,99.45,27.47
2014,Finland,93.17133243606999,77.72775235531628,88.02347240915209,129.43660834454914,42.67954239569314
2014,Sweden,98.35598923283983,82.05302826379543,92.92166890982504,136.63930013458952,45.05450874831763
2014,United Kingdom,74.87254374158816,62.46207267833109,70.7357200538358,104.01534320323016,34.297308209959624
2014,Iceland,115.05363391655452,95.98296096904441,108.69674293405116,159.8362045760431,52.70329744279947
2014,Norway,115.99,89.55865410497982,101.42148048452222,149.13808882907136,39.84
2014,Switzerland,77.61736204576043,64.75192462987886,73.32888290713325,107.828532974428,35.554643337819655
2014,Montenegro,77.84609690444145,64.94274562584117,73.54497981157469,108.14629878869448,35.65942126514132
2014,North Macedonia,63.283310901749665,52.793808882907136,59.78681022880215,87.91520861372814,28.9885598923284
2014,Albania,65.49441453566622,54.63841184387618,61.87574697173621,90.98694481830418,30.0014131897712
2014,Serbia,76.62617765814267,63.92503364737551,72.39246298788694,106.45154777927323,35.100605652759086
2014,Turkey,50.24542395693136,42.41,29.65,39.87,21.66
2014,Bosnia and Herzegovina,83.18324360699864,69.39523553162853,78.58724091520862,115.56083445491252,38.10423956931359
2014,Kosovo (under United Nations Security Council Resolution 1244/99),71.89899057873485,59.98139973082099,67.9264602960969,99.88438761776581,32.93519515477793
2015,European Union - 27 countries (from 2020),70.17198492462312,58.54065326633165,66.29487437185931,97.48517587939699,32.144095477386934
2015,European Union - 28 countries (2013-2020),71.16834170854271,59.37185929648242,67.23618090452261,98.86934673366835,32.60050251256282
2015,European Union - 15 countries (1995-2004),72.02236180904522,60.0843216080402,68.04301507537689,100.05577889447237,32.99170854271357
2015,Euro area - 19 countries  (from 2015),70.3143216080402,58.65939698492462,66.42934673366834,97.68291457286433,32.20929648241206
2015,Euro area - 12 countries (2001-2006),70.38548994974876,58.71876884422111,66.49658291457288,97.781783919598,32.24189698492462
2015,Belgium,77.00414572864322,64.24035175879398,72.74954773869348,106.97663316582916,35.27374371859297
2015,Bulgaria,55.22663316582915,46.07256281407035,52.175276381909555,76.72261306532664,25.297989949748743
2015,Czechia,56.65,47.26,53.52,78.70,25.95
2015,Denmark,91.23781407035175,76.11472361809045,86.19678391959799,126.75050251256282,41.79384422110552
2015,Germany (until 1990 former territory of the FRG),70.02964824120605,58.4219095477387,66.16040201005026,97.28743718592966,32.07889447236181
2015,Estonia,73.73040201005026,61.50924623115578,69.65668341708543,102.4286432160804,33.77412060301507
2015,Ireland,77.43115577889448,64.59658291457286,73.15296482412062,107.56984924623116,35.46934673366834
2015,Greece,74.51325376884422,62.162336683417095,70.39628140703519,103.51620603015078,34.13272613065327
2015,Spain,66.25772613065327,55.27520100502513,62.59688442211055,92.04736180904524,30.351067839195977
2015,France,68.53511306532663,57.175100502512564,64.74844221105529,95.21118090452262,31.39428391959799
2015,Croatia,57.94,52.05,55.54,100.73,32.03
2015,Italy,89.57,66.25,76.88,114.82,42.47
2015,Cyprus,80.57,39.79,75.03,116.00,30.46
2015,Latvia,76.22129396984924,63.58726130653266,72.00994974874372,105.8890703517588,34.91513819095478
2015,Lithuania,71.49,27.62,128.37,98.61,19.18
2015,Luxembourg,69.95847989949749,58.36253768844221,66.09316582914575,97.18856783919598,32.046293969849245
2015,Hungary,68.81978643216081,57.412587939698504,65.01738693467337,95.60665829145731,31.52468592964824
2015,Malta,56.93,35.49,40.64,54.99,26.83
2015,Netherlands,123.68,61.02,78.18,108.34,47.18
2015,Austria,71.02600502512563,59.253115577889446,67.10170854271358,98.67160804020101,32.53530150753769
2015,Poland,46.54,31.89,59.235075376884424,81.14,13.93
2015,Portugal,69.03329145728644,57.59070351758795,65.21909547738694,95.9032663316583,31.62248743718593
2015,Romania,45.96,58.36253768844221,66.09316582914575,72.29,32.046293969849245
2015,Slovenia,68.24,30.99,63.14,92.46,25.20
2015,Slovakia,59.53,39.24,55.42,99.45,27.47
2015,Finland,85.68668341708543,71.48371859296483,80.95236180904524,119.03869346733671,39.25100502512563
2015,Sweden,89.17393216080403,74.39293969849247,84.24693467336685,123.88329145728645,40.84842964824121
2015,United Kingdom,75.6519472361809,63.1122864321608,71.47206030150755,105.09811557788944,34.65433417085427
2015,Iceland,108.67405778894474,90.66082914572864,102.66964824120603,150.97349246231155,49.78096733668342
2015,Norway,115.99,78.01462311557789,88.34834170854273,129.9143216080402,39.84
2015,Switzerland,82.83994974874373,69.10884422110554,78.26291457286435,115.08391959798996,37.946984924623116
2015,Montenegro,73.16105527638192,61.03427135678392,69.11879396984925,101.63768844221106,33.51331658291458
2015,North Macedonia,57.6463567839196,48.09120603015076,54.46130653266332,80.08417085427136,26.406407035175878
2015,Albania,60.06608040201006,50.109849246231164,56.747336683417096,83.4457286432161,27.51482412060302
2015,Serbia,66.75590452261306,55.6908040201005,63.06753768844222,92.73944723618092,30.579271356783917
2015,Turkey,47.68278894472362,42.41,29.65,39.87,21.66
2015,Bosnia and Herzegovina,71.95119346733668,60.02494974874372,67.97577889447237,99.9569095477387,32.959108040201
2015,Kosovo (under United Nations Security Council Resolution 1244/99),67.89459798994976,56.64075376884423,64.1433165829146,94.32135678391961,31.10087939698493
2016,European Union - 27 countries (from 2020),66.01526011560694,55.07292485549133,62.36781502890173,91.71052023121388,30.24
2016,European Union - 28 countries (2013-2020),65.49132947976878,54.63583815028902,61.872832369942195,90.98265895953757,30.0
2016,European Union - 15 countries (1995-2004),66.27722543352601,55.29146820809248,62.6153063583815,92.07445086705204,30.36
2016,Euro area - 19 countries  (from 2015),66.21173410404624,55.23683236994219,62.55343352601157,91.98346820809249,30.329999999999995
2016,Euro area - 12 countries (2001-2006),66.21173410404624,55.23683236994219,62.55343352601157,91.98346820809249,30.329999999999995
2016,Belgium,73.2193063583815,61.08286705202312,69.17382658959538,101.718612716763,33.54
2016,Bulgaria,51.214219653179185,42.72522543352601,48.3845549132948,71.14843930635838,23.46
2016,Czechia,56.65,47.26,53.52,78.70,25.95
2016,Denmark,88.47878612716762,73.81301734104045,83.5901965317919,122.91757225433527,40.53
2016,Germany (until 1990 former territory of the FRG),66.34271676300577,55.34610404624278,62.677179190751446,92.16543352601157,30.389999999999997
2016,Estonia,71.90947976878613,59.99015028901733,67.93636994219654,99.89895953757225,32.94
2016,Ireland,71.18907514450866,59.38915606936416,67.25576878612718,98.89815028901735,32.61
2016,Greece,67.58705202312139,56.384184971098264,63.852763005780346,93.89410404624277,30.96
2016,Spain,63.06815028901734,52.61431213872832,59.58353757225434,87.61630057803468,28.889999999999997
2016,France,63.985028901734104,53.379213872832366,60.44975722543353,88.89005780346821,29.310000000000002
2016,Croatia,57.94,52.05,55.54,100.73,32.03
2016,Italy,89.57,66.25,76.88,114.82,42.47
2016,Cyprus,80.57,39.79,75.03,116.00,30.46
2016,Latvia,72.10595375722544,60.1540578034682,68.12198843930635,100.17190751445085,33.03
2016,Lithuania,71.49,27.62,128.37,98.61,19.18
2016,Luxembourg,66.86664739884392,55.783190751445076,63.17216184971098,92.89329479768786,30.63
2016,Hungary,65.09838150289018,54.308023121387286,61.50159537572255,90.43676300578035,29.820000000000004
2016,Malta,56.93,35.49,40.64,54.99,26.83
2016,Netherlands,123.68,61.02,78.18,108.34,47.18
2016,Austria,66.93213872832371,55.83782658959537,63.23403468208093,92.9842774566474,30.66
2016,Poland,46.54,31.89,51.84943352601156,81.14,13.93
2016,Portugal,64.90190751445085,54.14411560693641,61.31597687861272,90.16381502890174,29.73
2016,Romania,45.96,55.29146820809248,62.6153063583815,72.29,30.36
2016,Slovenia,68.24,30.99,63.14,92.46,25.20
2016,Slovakia,59.53,39.24,55.42,99.45,27.47
2016,Finland,81.07826589595375,67.6391676300578,76.59856647398844,112.63653179190752,37.13999999999999
2016,Sweden,85.40069364161849,71.24513294797687,80.68217341040463,118.64138728323701,39.120000000000005
2016,United Kingdom,62.806184971098276,52.39576878612717,59.33604624277457,87.25236994219654,28.77
2016,Iceland,108.25716763005781,90.31304046242775,102.27579190751447,150.3943352601156,49.589999999999996
2016,Norway,115.99,71.29976878612716,80.74404624277457,118.73236994219654,39.84
2016,Switzerland,77.86919075144509,64.96201156069364,73.56679768786127,108.17838150289018,35.67
2016,Montenegro,70.79612716763006,59.06134104046242,66.8845317919075,98.35225433526011,32.43
2016,North Macedonia,56.12606936416185,46.82291329479769,53.02501734104047,77.9721387283237,25.71
2016,Albania,56.78098265895954,47.36927167630058,53.64374566473989,78.88196531791908,26.01
2016,Serbia,59.66260115606936,49.77324855491329,56.366150289017334,82.88520231213873,27.329999999999995
2016,Turkey,44.07566473988439,42.41,29.65,39.87,21.66
2016,Bosnia and Herzegovina,61.43086705202312,51.24841618497109,58.036716763005785,85.34173410404625,28.139999999999997
2016,Kosovo (under United Nations Security Council Resolution 1244/99),65.81878612716763,54.90901734104046,62.18219653179191,91.43757225433527,30.15
2017,European Union - 27 countries (from 2020),64.5861617312073,53.88070615034168,61.01767653758542,89.7251708428246,29.585364464692482
2017,European Union - 28 countries (2013-2020),64.52164009111617,53.82687927107062,60.956719817767656,89.63553530751709,29.555808656036447
2017,European Union - 15 countries (1995-2004),65.16685649202734,54.36514806378133,61.566287015945335,90.53189066059227,29.85136674259681
2017,Euro area - 19 countries  (from 2015),64.71520501138953,53.98835990888383,61.139589977220965,89.90444191343964,29.644476082004555
2017,Euro area - 12 countries (2001-2006),64.77972665148064,54.04218678815491,61.20054669703873,89.99407744874716,29.674031890660594
2017,Belgium,66.90894077448746,55.81847380410023,63.21211845102506,92.95205011389523,30.649373576309795
