"TIME","GEO","NA_ITEM","PPP_CAT","Value","Flag and Footnotes"
"2009","United Kingdom","Price level indices (EU28=100)","Clothing","82.1",""
"2009","Iceland","Price level indices (EU28=100)","Clothing","121.7",""
"2009","Norway","Price level indices (EU28=100)","Clothing","135.7",""
"2009","Switzerland","Price level indices (EU28=100)","Clothing","115.3",""
"2009","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing","99.5",""
"2009","Montenegro","Price level indices (EU28=100)","Clothing","108.0",""
"2009","North Macedonia","Price level indices (EU28=100)","Clothing","78.4",""
"2009","Albania","Price level indices (EU28=100)","Clothing","83.9",""
"2009","Serbia","Price level indices (EU28=100)","Clothing","106.7",""
"2009","Turkey","Price level indices (EU28=100)","Clothing","65.2",""
"2009","Bosnia and Herzegovina","Price level indices (EU28=100)","Clothing","107.3",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing",":",""
"2009","United States","Price level indices (EU28=100)","Clothing",":",""
"2009","Japan","Price level indices (EU28=100)","Clothing",":",""
"2010","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Clothing","104.5",""
"2010","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Clothing","100.0",""
"2010","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Clothing","100.0",""
"2010","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Clothing","100.1",""
"2010","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Clothing","100.2",""
"2010","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Clothing","104.0",""
"2010","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Clothing","104.0",""
"2010","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Clothing","104.0",""
"2010","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Clothing","104.0",""
"2010","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Clothing","104.0",""
"2010","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Clothing","104.0",""
"2010","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Clothing","104.1",""
"2010","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Clothing","104.0",""
"2010","Belgium","Price level indices (EU28=100)","Clothing","116.4",""
"2010","Bulgaria","Price level indices (EU28=100)","Clothing","76.0",""
"2010","Czechia","Price level indices (EU28=100)","Clothing","99.2",""
"2010","Denmark","Price level indices (EU28=100)","Clothing","131.3",""
"2010","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Clothing","105.0",""
"2010","Estonia","Price level indices (EU28=100)","Clothing","102.0",""
"2010","Ireland","Price level indices (EU28=100)","Clothing","96.3",""
"2010","Greece","Price level indices (EU28=100)","Clothing","108.1",""
"2010","Spain","Price level indices (EU28=100)","Clothing","94.0",""
"2010","France","Price level indices (EU28=100)","Clothing","107.7",""
"2010","Croatia","Price level indices (EU28=100)","Clothing","105.3",""
"2010","Italy","Price level indices (EU28=100)","Clothing","103.6",""
"2010","Cyprus","Price level indices (EU28=100)","Clothing","95.3",""
"2010","Latvia","Price level indices (EU28=100)","Clothing","101.2",""
"2010","Lithuania","Price level indices (EU28=100)","Clothing","99.5",""
"2010","Luxembourg","Price level indices (EU28=100)","Clothing","106.1",""
"2010","Hungary","Price level indices (EU28=100)","Clothing","86.8",""
"2010","Malta","Price level indices (EU28=100)","Clothing","89.5",""
"2010","Netherlands","Price level indices (EU28=100)","Clothing","103.5",""
"2010","Austria","Price level indices (EU28=100)","Clothing","104.0",""
"2010","Poland","Price level indices (EU28=100)","Clothing","98.9",""
"2010","Portugal","Price level indices (EU28=100)","Clothing","100.9",""
"2010","Romania","Price level indices (EU28=100)","Clothing","95.8",""
"2010","Slovenia","Price level indices (EU28=100)","Clothing","100.0",""
"2010","Slovakia","Price level indices (EU28=100)","Clothing","103.2",""
"2010","Finland","Price level indices (EU28=100)","Clothing","123.3",""
"2010","Sweden","Price level indices (EU28=100)","Clothing","127.4",""
"2010","United Kingdom","Price level indices (EU28=100)","Clothing","83.4",""
"2010","Iceland","Price level indices (EU28=100)","Clothing","137.6",""
"2010","Norway","Price level indices (EU28=100)","Clothing","139.0",""
"2010","Switzerland","Price level indices (EU28=100)","Clothing","127.1",""
"2010","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing","93.9",""
"2010","Montenegro","Price level indices (EU28=100)","Clothing","106.4",""
"2010","North Macedonia","Price level indices (EU28=100)","Clothing","76.6",""
"2010","Albania","Price level indices (EU28=100)","Clothing","78.1",""
"2010","Serbia","Price level indices (EU28=100)","Clothing","101.1",""
"2010","Turkey","Price level indices (EU28=100)","Clothing","73.5",""
"2010","Bosnia and Herzegovina","Price level indices (EU28=100)","Clothing","101.7",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing",":",""
"2010","United States","Price level indices (EU28=100)","Clothing",":",""
"2010","Japan","Price level indices (EU28=100)","Clothing",":",""
"2011","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Clothing","105.8",""
"2011","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Clothing","100.0",""
"2011","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Clothing","100.0",""
"2011","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Clothing","100.0",""
"2011","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Clothing","99.9",""
"2011","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Clothing","105.1",""
"2011","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Clothing","105.1",""
"2011","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Clothing","105.1",""
"2011","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Clothing","105.1",""
"2011","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Clothing","105.1",""
"2011","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Clothing","105.1",""
"2011","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Clothing","105.1",""
"2011","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Clothing","105.3",""
"2011","Belgium","Price level indices (EU28=100)","Clothing","113.8",""
"2011","Bulgaria","Price level indices (EU28=100)","Clothing","87.0",""
"2011","Czechia","Price level indices (EU28=100)","Clothing","107.2",""
"2011","Denmark","Price level indices (EU28=100)","Clothing","130.7",""
"2011","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Clothing","104.6",""
"2011","Estonia","Price level indices (EU28=100)","Clothing","100.8",""
"2011","Ireland","Price level indices (EU28=100)","Clothing","104.8",""
"2011","Greece","Price level indices (EU28=100)","Clothing","98.2",""
"2011","Spain","Price level indices (EU28=100)","Clothing","90.7",""
"2011","France","Price level indices (EU28=100)","Clothing","106.0",""
"2011","Croatia","Price level indices (EU28=100)","Clothing","111.3",""
"2011","Italy","Price level indices (EU28=100)","Clothing","109.6",""
"2011","Cyprus","Price level indices (EU28=100)","Clothing","101.9",""
"2011","Latvia","Price level indices (EU28=100)","Clothing","108.7",""
"2011","Lithuania","Price level indices (EU28=100)","Clothing","103.2",""
"2011","Luxembourg","Price level indices (EU28=100)","Clothing","101.2",""
"2011","Hungary","Price level indices (EU28=100)","Clothing","82.1",""
"2011","Malta","Price level indices (EU28=100)","Clothing","101.7",""
"2011","Netherlands","Price level indices (EU28=100)","Clothing","109.4",""
"2011","Austria","Price level indices (EU28=100)","Clothing","101.9",""
"2011","Poland","Price level indices (EU28=100)","Clothing","106.2",""
"2011","Portugal","Price level indices (EU28=100)","Clothing","111.1",""
"2011","Romania","Price level indices (EU28=100)","Clothing","92.5",""
"2011","Slovenia","Price level indices (EU28=100)","Clothing","104.5",""
"2011","Slovakia","Price level indices (EU28=100)","Clothing","101.0",""
"2011","Finland","Price level indices (EU28=100)","Clothing","122.3",""
"2011","Sweden","Price level indices (EU28=100)","Clothing","130.3",""
"2011","United Kingdom","Price level indices (EU28=100)","Clothing","80.4",""
"2011","Iceland","Price level indices (EU28=100)","Clothing","137.5",""
"2011","Norway","Price level indices (EU28=100)","Clothing","154.8",""
"2011","Switzerland","Price level indices (EU28=100)","Clothing","139.3",""
"2011","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing","97.9",""
"2011","Montenegro","Price level indices (EU28=100)","Clothing","96.8",""
"2011","North Macedonia","Price level indices (EU28=100)","Clothing","76.1",""
"2011","Albania","Price level indices (EU28=100)","Clothing","77.5",""
"2011","Serbia","Price level indices (EU28=100)","Clothing","107.6",""
"2011","Turkey","Price level indices (EU28=100)","Clothing","68.0",""
"2011","Bosnia and Herzegovina","Price level indices (EU28=100)","Clothing","112.6",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing",":",""
"2011","United States","Price level indices (EU28=100)","Clothing",":",""
"2011","Japan","Price level indices (EU28=100)","Clothing",":",""
"2012","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Clothing","102.9",""
"2012","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Clothing","100.0",""
"2012","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Clothing","100.0",""
"2012","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Clothing","100.2",""
"2012","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Clothing","100.4",""
"2012","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Clothing","102.5",""
"2012","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Clothing","102.5",""
"2012","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Clothing","102.5",""
"2012","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Clothing","102.5",""
"2012","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Clothing","102.6",""
"2012","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Clothing","102.6",""
"2012","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Clothing","102.6",""
"2012","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Clothing","102.7",""
"2012","Belgium","Price level indices (EU28=100)","Clothing","110.4",""
"2012","Bulgaria","Price level indices (EU28=100)","Clothing","83.4",""
"2012","Czechia","Price level indices (EU28=100)","Clothing","96.7",""
"2012","Denmark","Price level indices (EU28=100)","Clothing","126.4",""
"2012","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Clothing","103.1",""
"2012","Estonia","Price level indices (EU28=100)","Clothing","102.4",""
"2012","Ireland","Price level indices (EU28=100)","Clothing","101.0",""
"2012","Greece","Price level indices (EU28=100)","Clothing","94.6",""
"2012","Spain","Price level indices (EU28=100)","Clothing","87.7",""
"2012","France","Price level indices (EU28=100)","Clothing","104.2",""
"2012","Croatia","Price level indices (EU28=100)","Clothing","100.1",""
"2012","Italy","Price level indices (EU28=100)","Clothing","107.2",""
"2012","Cyprus","Price level indices (EU28=100)","Clothing","93.2",""
"2012","Latvia","Price level indices (EU28=100)","Clothing","104.4",""
"2012","Lithuania","Price level indices (EU28=100)","Clothing","100.3",""
"2012","Luxembourg","Price level indices (EU28=100)","Clothing","100.6",""
"2012","Hungary","Price level indices (EU28=100)","Clothing","78.0",""
"2012","Malta","Price level indices (EU28=100)","Clothing","95.5",""
"2012","Netherlands","Price level indices (EU28=100)","Clothing","105.7",""
"2012","Austria","Price level indices (EU28=100)","Clothing","97.6",""
"2012","Poland","Price level indices (EU28=100)","Clothing","96.0",""
"2012","Portugal","Price level indices (EU28=100)","Clothing","100.2",""
"2012","Romania","Price level indices (EU28=100)","Clothing","85.7",""
"2012","Slovenia","Price level indices (EU28=100)","Clothing","99.2",""
"2012","Slovakia","Price level indices (EU28=100)","Clothing","98.7",""
"2012","Finland","Price level indices (EU28=100)","Clothing","120.7",""
"2012","Sweden","Price level indices (EU28=100)","Clothing","129.3",""
"2012","United Kingdom","Price level indices (EU28=100)","Clothing","89.8",""
"2012","Iceland","Price level indices (EU28=100)","Clothing","136.8",""
"2012","Norway","Price level indices (EU28=100)","Clothing","153.1",""
"2012","Switzerland","Price level indices (EU28=100)","Clothing","126.3",""
"2012","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing","90.4",""
"2012","Montenegro","Price level indices (EU28=100)","Clothing","94.3",""
"2012","North Macedonia","Price level indices (EU28=100)","Clothing","75.4",""
"2012","Albania","Price level indices (EU28=100)","Clothing","73.6",""
"2012","Serbia","Price level indices (EU28=100)","Clothing","97.0",""
"2012","Turkey","Price level indices (EU28=100)","Clothing","71.2",""
"2012","Bosnia and Herzegovina","Price level indices (EU28=100)","Clothing","102.0",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing",":",""
"2012","United States","Price level indices (EU28=100)","Clothing",":",""
"2012","Japan","Price level indices (EU28=100)","Clothing",":",""
"2013","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Clothing","103.8",""
"2013","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Clothing","100.0",""
"2013","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Clothing","100.0",""
"2013","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Clothing","100.2",""
"2013","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Clothing","100.6",""
"2013","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Clothing","103.7",""
"2013","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Clothing","103.7",""
"2013","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Clothing","103.7",""
"2013","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Clothing","103.7",""
"2013","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Clothing","103.7",""
"2013","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Clothing","103.7",""
"2013","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Clothing","103.8",""
"2013","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Clothing","103.9",""
"2013","Belgium","Price level indices (EU28=100)","Clothing","114.3",""
"2013","Bulgaria","Price level indices (EU28=100)","Clothing","83.6",""
"2013","Czechia","Price level indices (EU28=100)","Clothing","92.4",""
"2013","Denmark","Price level indices (EU28=100)","Clothing","126.5",""
"2013","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Clothing","104.1",""
"2013","Estonia","Price level indices (EU28=100)","Clothing","107.3",""
"2013","Ireland","Price level indices (EU28=100)","Clothing","99.4",""
"2013","Greece","Price level indices (EU28=100)","Clothing","96.2",""
"2013","Spain","Price level indices (EU28=100)","Clothing","88.7",""
"2013","France","Price level indices (EU28=100)","Clothing","105.6",""
"2013","Croatia","Price level indices (EU28=100)","Clothing","95.4",""
"2013","Italy","Price level indices (EU28=100)","Clothing","108.6",""
"2013","Cyprus","Price level indices (EU28=100)","Clothing","91.0",""
"2013","Latvia","Price level indices (EU28=100)","Clothing","105.1",""
"2013","Lithuania","Price level indices (EU28=100)","Clothing","102.8",""
"2013","Luxembourg","Price level indices (EU28=100)","Clothing","102.5",""
"2013","Hungary","Price level indices (EU28=100)","Clothing","76.0",""
"2013","Malta","Price level indices (EU28=100)","Clothing","96.0",""
"2013","Netherlands","Price level indices (EU28=100)","Clothing","106.7",""
"2013","Austria","Price level indices (EU28=100)","Clothing","99.1",""
"2013","Poland","Price level indices (EU28=100)","Clothing","91.6",""
"2013","Portugal","Price level indices (EU28=100)","Clothing","96.7",""
"2013","Romania","Price level indices (EU28=100)","Clothing","88.5",""
"2013","Slovenia","Price level indices (EU28=100)","Clothing","100.0",""
"2013","Slovakia","Price level indices (EU28=100)","Clothing","100.4",""
"2013","Finland","Price level indices (EU28=100)","Clothing","120.2",""
"2013","Sweden","Price level indices (EU28=100)","Clothing","132.2",""
"2013","United Kingdom","Price level indices (EU28=100)","Clothing","87.4",""
"2013","Iceland","Price level indices (EU28=100)","Clothing","139.0",""
"2013","Norway","Price level indices (EU28=100)","Clothing","143.3",""
"2013","Switzerland","Price level indices (EU28=100)","Clothing","121.2",""
"2013","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing","90.0",""
"2013","Montenegro","Price level indices (EU28=100)","Clothing","98.2",""
"2013","North Macedonia","Price level indices (EU28=100)","Clothing","78.4",""
"2013","Albania","Price level indices (EU28=100)","Clothing","70.4",""
"2013","Serbia","Price level indices (EU28=100)","Clothing","100.6",""
"2013","Turkey","Price level indices (EU28=100)","Clothing","69.6",""
"2013","Bosnia and Herzegovina","Price level indices (EU28=100)","Clothing","94.0",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing","80.3",""
"2013","United States","Price level indices (EU28=100)","Clothing",":",""
"2013","Japan","Price level indices (EU28=100)","Clothing",":",""
"2014","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Clothing","103.2",""
"2014","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Clothing","100.0",""
"2014","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Clothing","100.0",""
"2014","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Clothing","100.2",""
"2014","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Clothing","100.2",""
"2014","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Clothing","102.4",""
"2014","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Clothing","102.4",""
"2014","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Clothing","102.4",""
"2014","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Clothing","102.4",""
"2014","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Clothing","102.4",""
"2014","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Clothing","102.4",""
"2014","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Clothing","102.4",""
"2014","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Clothing","102.4",""
"2014","Belgium","Price level indices (EU28=100)","Clothing","109.6",""
"2014","Bulgaria","Price level indices (EU28=100)","Clothing","79.3",""
"2014","Czechia","Price level indices (EU28=100)","Clothing","91.7",""
"2014","Denmark","Price level indices (EU28=100)","Clothing","137.5",""
"2014","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Clothing","101.4",""
"2014","Estonia","Price level indices (EU28=100)","Clothing","106.3",""
"2014","Ireland","Price level indices (EU28=100)","Clothing","118.4",""
"2014","Greece","Price level indices (EU28=100)","Clothing","107.4",""
"2014","Spain","Price level indices (EU28=100)","Clothing","89.0",""
"2014","France","Price level indices (EU28=100)","Clothing","104.5",""
"2014","Croatia","Price level indices (EU28=100)","Clothing","97.2",""
"2014","Italy","Price level indices (EU28=100)","Clothing","103.6",""
"2014","Cyprus","Price level indices (EU28=100)","Clothing","100.1",""
"2014","Latvia","Price level indices (EU28=100)","Clothing","104.4",""
"2014","Lithuania","Price level indices (EU28=100)","Clothing","101.0",""
"2014","Luxembourg","Price level indices (EU28=100)","Clothing","102.9",""
"2014","Hungary","Price level indices (EU28=100)","Clothing","82.9",""
"2014","Malta","Price level indices (EU28=100)","Clothing","100.6",""
"2014","Netherlands","Price level indices (EU28=100)","Clothing","111.9",""
"2014","Austria","Price level indices (EU28=100)","Clothing","101.0",""
"2014","Poland","Price level indices (EU28=100)","Clothing","102.7",""
"2014","Portugal","Price level indices (EU28=100)","Clothing","102.0",""
"2014","Romania","Price level indices (EU28=100)","Clothing","89.3",""
"2014","Slovenia","Price level indices (EU28=100)","Clothing","99.3",""
"2014","Slovakia","Price level indices (EU28=100)","Clothing","102.6",""
"2014","Finland","Price level indices (EU28=100)","Clothing","122.0",""
"2014","Sweden","Price level indices (EU28=100)","Clothing","133.9",""
"2014","United Kingdom","Price level indices (EU28=100)","Clothing","89.7",""
"2014","Iceland","Price level indices (EU28=100)","Clothing","150.3",""
"2014","Norway","Price level indices (EU28=100)","Clothing","141.9",""
"2014","Switzerland","Price level indices (EU28=100)","Clothing","113.7",""
"2014","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing","99.2",""
"2014","Montenegro","Price level indices (EU28=100)","Clothing","92.7",""
"2014","North Macedonia","Price level indices (EU28=100)","Clothing","79.3",""
"2014","Albania","Price level indices (EU28=100)","Clothing","97.4",""
"2014","Serbia","Price level indices (EU28=100)","Clothing","99.5",""
"2014","Turkey","Price level indices (EU28=100)","Clothing","62.3",""
"2014","Bosnia and Herzegovina","Price level indices (EU28=100)","Clothing","113.7",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing","89.8",""
"2014","United States","Price level indices (EU28=100)","Clothing",":",""
"2014","Japan","Price level indices (EU28=100)","Clothing",":",""
"2015","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Clothing","100.6",""
"2015","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Clothing","100.0",""
"2015","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Clothing","100.0",""
"2015","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Clothing","100.2",""
"2015","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Clothing","100.5",""
"2015","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Clothing","100.0",""
"2015","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Clothing","100.0",""
"2015","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Clothing","100.0",""
"2015","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Clothing","100.0",""
"2015","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Clothing","100.0",""
"2015","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Clothing","100.0",""
"2015","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Clothing","100.0",""
"2015","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Clothing","100.0",""
"2015","Belgium","Price level indices (EU28=100)","Clothing","107.8",""
"2015","Bulgaria","Price level indices (EU28=100)","Clothing","78.1",""
"2015","Czechia","Price level indices (EU28=100)","Clothing","92.0",""
"2015","Denmark","Price level indices (EU28=100)","Clothing","132.9",""
"2015","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Clothing","99.8",""
"2015","Estonia","Price level indices (EU28=100)","Clothing","105.9",""
"2015","Ireland","Price level indices (EU28=100)","Clothing","111.6",""
"2015","Greece","Price level indices (EU28=100)","Clothing","100.3",""
"2015","Spain","Price level indices (EU28=100)","Clothing","87.6",""
"2015","France","Price level indices (EU28=100)","Clothing","101.1",""
"2015","Croatia","Price level indices (EU28=100)","Clothing","94.7",""
"2015","Italy","Price level indices (EU28=100)","Clothing","101.2",""
"2015","Cyprus","Price level indices (EU28=100)","Clothing","96.9",""
"2015","Latvia","Price level indices (EU28=100)","Clothing","101.9",""
"2015","Lithuania","Price level indices (EU28=100)","Clothing","99.5",""
"2015","Luxembourg","Price level indices (EU28=100)","Clothing","100.8",""
"2015","Hungary","Price level indices (EU28=100)","Clothing","80.3",""
"2015","Malta","Price level indices (EU28=100)","Clothing","101.1",""
"2015","Netherlands","Price level indices (EU28=100)","Clothing","107.5",""
"2015","Austria","Price level indices (EU28=100)","Clothing","98.8",""
"2015","Poland","Price level indices (EU28=100)","Clothing","95.7",""
"2015","Portugal","Price level indices (EU28=100)","Clothing","97.6",""
"2015","Romania","Price level indices (EU28=100)","Clothing","89.1",""
"2015","Slovenia","Price level indices (EU28=100)","Clothing","96.5",""
"2015","Slovakia","Price level indices (EU28=100)","Clothing","101.4",""
"2015","Finland","Price level indices (EU28=100)","Clothing","120.1",""
"2015","Sweden","Price level indices (EU28=100)","Clothing","128.9",""
"2015","United Kingdom","Price level indices (EU28=100)","Clothing","98.1",""
"2015","Iceland","Price level indices (EU28=100)","Clothing","152.2",""
"2015","Norway","Price level indices (EU28=100)","Clothing","130.1",""
"2015","Switzerland","Price level indices (EU28=100)","Clothing","133.4",""
"2015","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Clothing","93.1",""
"2015","Montenegro","Price level indices (EU28=100)","Clothing","94.5",""
"2015","North Macedonia","Price level indices (EU28=100)","Clothing","78.6",""
"2015","Albania","Price level indices (EU28=100)","Clothing","92.6",""
"2015","Serbia","Price level indices (EU28=100)","Clothing","92.9",""
