"TIME","GEO","UNIT","COICOP","Value","Flag and Footnotes"
"2010","Estonia","Chain linked volumes (2010), million euro","Personal care","177.5",""
"2010","Ireland","Percentage of total","Personal care",":",""
"2010","Ireland","Current prices, million euro","Personal care","2 146.3",""
"2010","Ireland","Chain linked volumes (2010), million euro","Personal care",":",""
"2010","Greece","Percentage of total","Personal care","2.4",""
"2010","Greece","Current prices, million euro","Personal care","3 810.2",""
"2010","Greece","Chain linked volumes (2010), million euro","Personal care","3 810.2",""
"2010","Spain","Percentage of total","Personal care","2.3",""
"2010","Spain","Current prices, million euro","Personal care","14 992.0",""
"2010","Spain","Chain linked volumes (2010), million euro","Personal care","14 992.0",""
"2010","France","Percentage of total","Personal care","2.6",""
"2010","France","Current prices, million euro","Personal care","27 715.0",""
"2010","France","Chain linked volumes (2010), million euro","Personal care","27 715.0",""
"2010","Croatia","Percentage of total","Personal care","3.2",""
"2010","Croatia","Current prices, million euro","Personal care","985.9",""
"2010","Croatia","Chain linked volumes (2010), million euro","Personal care","985.9",""
"2010","Italy","Percentage of total","Personal care","2.4",""
"2010","Italy","Current prices, million euro","Personal care","23 611.0",""
"2010","Italy","Chain linked volumes (2010), million euro","Personal care","23 611.0",""
"2010","Cyprus","Percentage of total","Personal care","3.3",""
"2010","Cyprus","Current prices, million euro","Personal care","436.9",""
"2010","Cyprus","Chain linked volumes (2010), million euro","Personal care","436.9",""
"2010","Latvia","Percentage of total","Personal care","2.5",""
"2010","Latvia","Current prices, million euro","Personal care","279.3",""
"2010","Latvia","Chain linked volumes (2010), million euro","Personal care","279.3",""
"2010","Lithuania","Percentage of total","Personal care","2.5","b"
"2010","Lithuania","Current prices, million euro","Personal care","443.1","b"
"2010","Lithuania","Chain linked volumes (2010), million euro","Personal care","443.1","b"
"2010","Luxembourg","Percentage of total","Personal care","1.9",""
"2010","Luxembourg","Current prices, million euro","Personal care","284.1",""
"2010","Luxembourg","Chain linked volumes (2010), million euro","Personal care","284.1",""
"2010","Hungary","Percentage of total","Personal care","1.8",""
"2010","Hungary","Current prices, million euro","Personal care","964.2",""
"2010","Hungary","Chain linked volumes (2010), million euro","Personal care","964.2",""
"2010","Malta","Percentage of total","Personal care","4.0",""
"2010","Malta","Current prices, million euro","Personal care","171.7",""
"2010","Malta","Chain linked volumes (2010), million euro","Personal care","171.7",""
"2010","Netherlands","Percentage of total","Personal care","2.6",""
"2010","Netherlands","Current prices, million euro","Personal care","7 357.0",""
"2010","Netherlands","Chain linked volumes (2010), million euro","Personal care","7 357.0",""
"2010","Austria","Percentage of total","Personal care","2.7",""
"2010","Austria","Current prices, million euro","Personal care","4 208.5",""
"2010","Austria","Chain linked volumes (2010), million euro","Personal care","4 208.5",""
"2010","Poland","Percentage of total","Personal care","2.6",""
"2010","Poland","Current prices, million euro","Personal care","5 707.9",""
"2010","Poland","Chain linked volumes (2010), million euro","Personal care","5 707.9",""
"2010","Portugal","Percentage of total","Personal care","2.2",""
"2010","Portugal","Current prices, million euro","Personal care","2 598.2",""
"2010","Portugal","Chain linked volumes (2010), million euro","Personal care","2 598.2",""
"2010","Romania","Percentage of total","Personal care","1.8",""
"2010","Romania","Current prices, million euro","Personal care","1 427.3",""
"2010","Romania","Chain linked volumes (2010), million euro","Personal care","1 427.3",""
"2010","Slovenia","Percentage of total","Personal care","2.5",""
"2010","Slovenia","Current prices, million euro","Personal care","535.4",""
"2010","Slovenia","Chain linked volumes (2010), million euro","Personal care","535.4",""
"2010","Slovakia","Percentage of total","Personal care","3.9",""
"2010","Slovakia","Current prices, million euro","Personal care","1 514.8",""
"2010","Slovakia","Chain linked volumes (2010), million euro","Personal care","1 915.9",""
"2010","Finland","Percentage of total","Personal care","2.1",""
"2010","Finland","Current prices, million euro","Personal care","1 969.0",""
"2010","Finland","Chain linked volumes (2010), million euro","Personal care","1 969.0",""
"2010","Sweden","Percentage of total","Personal care","2.4",""
"2010","Sweden","Current prices, million euro","Personal care","4 115.5",""
"2010","Sweden","Chain linked volumes (2010), million euro","Personal care","4 115.5",""
"2010","United Kingdom","Percentage of total","Personal care","2.1",""
"2010","United Kingdom","Current prices, million euro","Personal care","24 098.9",""
"2010","United Kingdom","Chain linked volumes (2010), million euro","Personal care","24 098.9",""
"2010","Iceland","Percentage of total","Personal care","2.4",""
"2010","Iceland","Current prices, million euro","Personal care","122.2",""
"2010","Iceland","Chain linked volumes (2010), million euro","Personal care","122.2",""
"2010","Norway","Percentage of total","Personal care","2.4",""
"2010","Norway","Current prices, million euro","Personal care","3 011.3",""
"2010","Norway","Chain linked volumes (2010), million euro","Personal care","3 011.3",""
"2010","Switzerland","Percentage of total","Personal care",":",""
"2010","Switzerland","Current prices, million euro","Personal care",":","c"
"2010","Switzerland","Chain linked volumes (2010), million euro","Personal care",":",""
"2010","Montenegro","Percentage of total","Personal care",":",""
"2010","Montenegro","Current prices, million euro","Personal care",":","c"
"2010","Montenegro","Chain linked volumes (2010), million euro","Personal care",":",""
"2010","North Macedonia","Percentage of total","Personal care","2.0",""
"2010","North Macedonia","Current prices, million euro","Personal care","102.9",""
"2010","North Macedonia","Chain linked volumes (2010), million euro","Personal care",":",""
"2010","Albania","Percentage of total","Personal care",":",""
"2010","Albania","Current prices, million euro","Personal care",":",""
"2010","Albania","Chain linked volumes (2010), million euro","Personal care",":",""
"2010","Serbia","Percentage of total","Personal care","2.1","e"
"2010","Serbia","Current prices, million euro","Personal care","481.4","e"
"2010","Serbia","Chain linked volumes (2010), million euro","Personal care","481.4","e"
"2010","Turkey","Percentage of total","Personal care",":","c"
"2010","Turkey","Current prices, million euro","Personal care",":","c"
"2010","Turkey","Chain linked volumes (2010), million euro","Personal care",":",""
"2010","Bosnia and Herzegovina","Percentage of total","Personal care",":",""
"2010","Bosnia and Herzegovina","Current prices, million euro","Personal care",":",""
"2010","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Personal care",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage of total","Personal care",":",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Personal care","44.1",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Personal care",":",""
"2011","European Union - 27 countries (from 2020)","Percentage of total","Personal care","2.5",""
"2011","European Union - 27 countries (from 2020)","Current prices, million euro","Personal care","152 764.2",""
"2011","European Union - 27 countries (from 2020)","Chain linked volumes (2010), million euro","Personal care","151 110.1",""
"2011","European Union - 28 countries (2013-2020)","Percentage of total","Personal care","2.4",""
"2011","European Union - 28 countries (2013-2020)","Current prices, million euro","Personal care","176 063.5",""
"2011","European Union - 28 countries (2013-2020)","Chain linked volumes (2010), million euro","Personal care","173 983.9",""
"2011","European Union - 15 countries (1995-2004)","Percentage of total","Personal care","2.4",""
"2011","European Union - 15 countries (1995-2004)","Current prices, million euro","Personal care","160 611.7",""
"2011","European Union - 15 countries (1995-2004)","Chain linked volumes (2010), million euro","Personal care","158 590.3",""
"2011","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage of total","Personal care","2.5",""
"2011","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, million euro","Personal care","133 269.4",""
"2011","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes (2010), million euro","Personal care","131 917.0",""
"2011","Euro area - 19 countries  (from 2015)","Percentage of total","Personal care","2.5",""
"2011","Euro area - 19 countries  (from 2015)","Current prices, million euro","Personal care","134 041.1",""
"2011","Euro area - 19 countries  (from 2015)","Chain linked volumes (2010), million euro","Personal care","132 685.4",""
"2011","Euro area - 12 countries (2001-2006)","Percentage of total","Personal care","2.5",""
"2011","Euro area - 12 countries (2001-2006)","Current prices, million euro","Personal care","130 482.8",""
"2011","Euro area - 12 countries (2001-2006)","Chain linked volumes (2010), million euro","Personal care","129 239.5",""
"2011","Belgium","Percentage of total","Personal care","1.9",""
"2011","Belgium","Current prices, million euro","Personal care","3 524.6",""
"2011","Belgium","Chain linked volumes (2010), million euro","Personal care","3 459.0",""
"2011","Bulgaria","Percentage of total","Personal care","1.2",""
"2011","Bulgaria","Current prices, million euro","Personal care","330.7",""
"2011","Bulgaria","Chain linked volumes (2010), million euro","Personal care","323.6",""
"2011","Czechia","Percentage of total","Personal care","2.7",""
"2011","Czechia","Current prices, million euro","Personal care","2 237.9",""
"2011","Czechia","Chain linked volumes (2010), million euro","Personal care","2 161.9",""
"2011","Denmark","Percentage of total","Personal care","1.9",""
"2011","Denmark","Current prices, million euro","Personal care","2 186.3",""
"2011","Denmark","Chain linked volumes (2010), million euro","Personal care","2 151.1",""
"2011","Germany (until 1990 former territory of the FRG)","Percentage of total","Personal care","2.3",""
"2011","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Personal care","31 812.0",""
"2011","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Personal care","31 716.1",""
"2011","Estonia","Percentage of total","Personal care","2.3",""
"2011","Estonia","Current prices, million euro","Personal care","195.4",""
"2011","Estonia","Chain linked volumes (2010), million euro","Personal care","185.5",""
"2011","Ireland","Percentage of total","Personal care",":",""
"2011","Ireland","Current prices, million euro","Personal care","2 457.6",""
"2011","Ireland","Chain linked volumes (2010), million euro","Personal care",":",""
"2011","Greece","Percentage of total","Personal care","2.6","p"
"2011","Greece","Current prices, million euro","Personal care","3 842.6","p"
"2011","Greece","Chain linked volumes (2010), million euro","Personal care","3 747.7","p"
"2011","Spain","Percentage of total","Personal care","2.4",""
"2011","Spain","Current prices, million euro","Personal care","15 473.0",""
"2011","Spain","Chain linked volumes (2010), million euro","Personal care","15 281.8",""
"2011","France","Percentage of total","Personal care","2.6",""
"2011","France","Current prices, million euro","Personal care","28 457.0",""
"2011","France","Chain linked volumes (2010), million euro","Personal care","28 132.0",""
"2011","Croatia","Percentage of total","Personal care","3.0",""
"2011","Croatia","Current prices, million euro","Personal care","946.8",""
"2011","Croatia","Chain linked volumes (2010), million euro","Personal care","958.6",""
"2011","Italy","Percentage of total","Personal care","2.5",""
"2011","Italy","Current prices, million euro","Personal care","25 211.9",""
"2011","Italy","Chain linked volumes (2010), million euro","Personal care","24 837.4",""
"2011","Cyprus","Percentage of total","Personal care","3.1",""
"2011","Cyprus","Current prices, million euro","Personal care","421.4",""
"2011","Cyprus","Chain linked volumes (2010), million euro","Personal care","417.9",""
"2011","Latvia","Percentage of total","Personal care","2.4",""
"2011","Latvia","Current prices, million euro","Personal care","287.8",""
"2011","Latvia","Chain linked volumes (2010), million euro","Personal care","286.6",""
"2011","Lithuania","Percentage of total","Personal care","2.5",""
"2011","Lithuania","Current prices, million euro","Personal care","483.9",""
"2011","Lithuania","Chain linked volumes (2010), million euro","Personal care","481.8",""
"2011","Luxembourg","Percentage of total","Personal care","1.8",""
"2011","Luxembourg","Current prices, million euro","Personal care","278.3",""
"2011","Luxembourg","Chain linked volumes (2010), million euro","Personal care","273.9",""
"2011","Hungary","Percentage of total","Personal care","1.8",""
"2011","Hungary","Current prices, million euro","Personal care","972.5",""
"2011","Hungary","Chain linked volumes (2010), million euro","Personal care","961.6",""
"2011","Malta","Percentage of total","Personal care","3.8",""
"2011","Malta","Current prices, million euro","Personal care","177.8",""
"2011","Malta","Chain linked volumes (2010), million euro","Personal care","175.0",""
"2011","Netherlands","Percentage of total","Personal care","2.6",""
"2011","Netherlands","Current prices, million euro","Personal care","7 496.0",""
"2011","Netherlands","Chain linked volumes (2010), million euro","Personal care","7 416.9",""
"2011","Austria","Percentage of total","Personal care","2.6",""
"2011","Austria","Current prices, million euro","Personal care","4 375.7",""
"2011","Austria","Chain linked volumes (2010), million euro","Personal care","4 300.9",""
"2011","Poland","Percentage of total","Personal care","2.6",""
"2011","Poland","Current prices, million euro","Personal care","6 012.5",""
"2011","Poland","Chain linked volumes (2010), million euro","Personal care","6 153.4",""
"2011","Portugal","Percentage of total","Personal care","2.2",""
"2011","Portugal","Current prices, million euro","Personal care","2 577.2",""
"2011","Portugal","Chain linked volumes (2010), million euro","Personal care","2 571.0",""
"2011","Romania","Percentage of total","Personal care","1.7",""
"2011","Romania","Current prices, million euro","Personal care","1 392.9",""
"2011","Romania","Chain linked volumes (2010), million euro","Personal care","1 371.2",""
"2011","Slovenia","Percentage of total","Personal care","2.5",""
"2011","Slovenia","Current prices, million euro","Personal care","538.6",""
"2011","Slovenia","Chain linked volumes (2010), million euro","Personal care","529.6",""
"2011","Slovakia","Percentage of total","Personal care","3.7",""
"2011","Slovakia","Current prices, million euro","Personal care","1 453.4",""
"2011","Slovakia","Chain linked volumes (2010), million euro","Personal care","1 732.1",""
"2011","Finland","Percentage of total","Personal care","2.1",""
"2011","Finland","Current prices, million euro","Personal care","2 105.0",""
"2011","Finland","Chain linked volumes (2010), million euro","Personal care","2 058.0",""
"2011","Sweden","Percentage of total","Personal care","2.5",""
"2011","Sweden","Current prices, million euro","Personal care","4 643.4",""
"2011","Sweden","Chain linked volumes (2010), million euro","Personal care","4 326.0",""
"2011","United Kingdom","Percentage of total","Personal care","2.0",""
"2011","United Kingdom","Current prices, million euro","Personal care","23 299.3",""
"2011","United Kingdom","Chain linked volumes (2010), million euro","Personal care","22 873.6",""
"2011","Iceland","Percentage of total","Personal care","2.3",""
"2011","Iceland","Current prices, million euro","Personal care","128.1",""
"2011","Iceland","Chain linked volumes (2010), million euro","Personal care","127.1",""
"2011","Norway","Percentage of total","Personal care","2.4",""
"2011","Norway","Current prices, million euro","Personal care","3 234.5",""
"2011","Norway","Chain linked volumes (2010), million euro","Personal care","3 026.7",""
"2011","Switzerland","Percentage of total","Personal care",":",""
"2011","Switzerland","Current prices, million euro","Personal care",":","c"
"2011","Switzerland","Chain linked volumes (2010), million euro","Personal care",":",""
"2011","Montenegro","Percentage of total","Personal care",":",""
"2011","Montenegro","Current prices, million euro","Personal care",":","c"
"2011","Montenegro","Chain linked volumes (2010), million euro","Personal care",":",""
"2011","North Macedonia","Percentage of total","Personal care","1.9",""
"2011","North Macedonia","Current prices, million euro","Personal care","104.4",""
"2011","North Macedonia","Chain linked volumes (2010), million euro","Personal care",":",""
"2011","Albania","Percentage of total","Personal care",":",""
"2011","Albania","Current prices, million euro","Personal care",":",""
"2011","Albania","Chain linked volumes (2010), million euro","Personal care",":",""
"2011","Serbia","Percentage of total","Personal care","2.1",""
"2011","Serbia","Current prices, million euro","Personal care","544.2",""
"2011","Serbia","Chain linked volumes (2010), million euro","Personal care","492.2","e"
"2011","Turkey","Percentage of total","Personal care",":","c"
"2011","Turkey","Current prices, million euro","Personal care",":","c"
"2011","Turkey","Chain linked volumes (2010), million euro","Personal care",":",""
"2011","Bosnia and Herzegovina","Percentage of total","Personal care",":",""
"2011","Bosnia and Herzegovina","Current prices, million euro","Personal care",":",""
"2011","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Personal care",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage of total","Personal care",":",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Personal care","46.1",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Personal care",":",""
"2012","European Union - 27 countries (from 2020)","Percentage of total","Personal care","2.5",""
"2012","European Union - 27 countries (from 2020)","Current prices, million euro","Personal care","154 444.1",""
"2012","European Union - 27 countries (from 2020)","Chain linked volumes (2010), million euro","Personal care","150 733.2",""
"2012","European Union - 28 countries (2013-2020)","Percentage of total","Personal care","2.4",""
"2012","European Union - 28 countries (2013-2020)","Current prices, million euro","Personal care","180 703.6",""
"2012","European Union - 28 countries (2013-2020)","Chain linked volumes (2010), million euro","Personal care","174 629.8",""
"2012","European Union - 15 countries (1995-2004)","Percentage of total","Personal care","2.4",""
"2012","European Union - 15 countries (1995-2004)","Current prices, million euro","Personal care","164 193.4",""
"2012","European Union - 15 countries (1995-2004)","Chain linked volumes (2010), million euro","Personal care","158 408.0",""
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Percentage of total","Personal care","2.5",""
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Current prices, million euro","Personal care","133 764.4",""
"2012","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015)","Chain linked volumes (2010), million euro","Personal care","130 716.9",""
"2012","Euro area - 19 countries  (from 2015)","Percentage of total","Personal care","2.5",""
"2012","Euro area - 19 countries  (from 2015)","Current prices, million euro","Personal care","134 644.8",""
"2012","Euro area - 19 countries  (from 2015)","Chain linked volumes (2010), million euro","Personal care","131 583.9",""
"2012","Euro area - 12 countries (2001-2006)","Percentage of total","Personal care","2.5",""
"2012","Euro area - 12 countries (2001-2006)","Current prices, million euro","Personal care","130 823.9",""
"2012","Euro area - 12 countries (2001-2006)","Chain linked volumes (2010), million euro","Personal care","128 029.7",""
"2012","Belgium","Percentage of total","Personal care","1.9",""
"2012","Belgium","Current prices, million euro","Personal care","3 683.7",""
"2012","Belgium","Chain linked volumes (2010), million euro","Personal care","3 564.1",""
"2012","Bulgaria","Percentage of total","Personal care","1.2",""
"2012","Bulgaria","Current prices, million euro","Personal care","348.1",""
"2012","Bulgaria","Chain linked volumes (2010), million euro","Personal care","362.5",""
"2012","Czechia","Percentage of total","Personal care","2.8",""
"2012","Czechia","Current prices, million euro","Personal care","2 269.2",""
"2012","Czechia","Chain linked volumes (2010), million euro","Personal care","2 197.0",""
"2012","Denmark","Percentage of total","Personal care","2.0",""
"2012","Denmark","Current prices, million euro","Personal care","2 316.6",""
"2012","Denmark","Chain linked volumes (2010), million euro","Personal care","2 254.6",""
"2012","Germany (until 1990 former territory of the FRG)","Percentage of total","Personal care","2.3",""
"2012","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Personal care","32 921.0",""
"2012","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Personal care","32 605.8",""
"2012","Estonia","Percentage of total","Personal care","2.3",""
"2012","Estonia","Current prices, million euro","Personal care","214.2",""
"2012","Estonia","Chain linked volumes (2010), million euro","Personal care","196.9",""
"2012","Ireland","Percentage of total","Personal care",":",""
"2012","Ireland","Current prices, million euro","Personal care","2 204.3",""
"2012","Ireland","Chain linked volumes (2010), million euro","Personal care",":",""
"2012","Greece","Percentage of total","Personal care","2.1","p"
"2012","Greece","Current prices, million euro","Personal care","2 873.6","p"
"2012","Greece","Chain linked volumes (2010), million euro","Personal care","2 783.9","p"
"2012","Spain","Percentage of total","Personal care","2.4",""
"2012","Spain","Current prices, million euro","Personal care","14 986.0",""
"2012","Spain","Chain linked volumes (2010), million euro","Personal care","14 676.9",""
"2012","France","Percentage of total","Personal care","2.6",""
"2012","France","Current prices, million euro","Personal care","29 050.0",""
"2012","France","Chain linked volumes (2010), million euro","Personal care","28 325.4",""
"2012","Croatia","Percentage of total","Personal care","3.0",""
"2012","Croatia","Current prices, million euro","Personal care","951.0",""
"2012","Croatia","Chain linked volumes (2010), million euro","Personal care","947.0",""
"2012","Italy","Percentage of total","Personal care","2.5",""
"2012","Italy","Current prices, million euro","Personal care","25 133.1",""
"2012","Italy","Chain linked volumes (2010), million euro","Personal care","24 321.0",""
"2012","Cyprus","Percentage of total","Personal care","2.9",""
"2012","Cyprus","Current prices, million euro","Personal care","403.6",""
"2012","Cyprus","Chain linked volumes (2010), million euro","Personal care","402.1",""
"2012","Latvia","Percentage of total","Personal care","2.7",""
"2012","Latvia","Current prices, million euro","Personal care","351.9",""
"2012","Latvia","Chain linked volumes (2010), million euro","Personal care","345.6",""
"2012","Lithuania","Percentage of total","Personal care","2.5",""
"2012","Lithuania","Current prices, million euro","Personal care","528.6",""
"2012","Lithuania","Chain linked volumes (2010), million euro","Personal care","522.0",""
"2012","Luxembourg","Percentage of total","Personal care","1.7",""
"2012","Luxembourg","Current prices, million euro","Personal care","282.8",""
"2012","Luxembourg","Chain linked volumes (2010), million euro","Personal care","271.8",""
"2012","Hungary","Percentage of total","Personal care","1.7",""
"2012","Hungary","Current prices, million euro","Personal care","928.2",""
"2012","Hungary","Chain linked volumes (2010), million euro","Personal care","899.2",""
"2012","Malta","Percentage of total","Personal care","3.7",""
"2012","Malta","Current prices, million euro","Personal care","176.9",""
"2012","Malta","Chain linked volumes (2010), million euro","Personal care","173.3",""
"2012","Netherlands","Percentage of total","Personal care","2.6",""
"2012","Netherlands","Current prices, million euro","Personal care","7 497.0",""
"2012","Netherlands","Chain linked volumes (2010), million euro","Personal care","7 269.1",""
"2012","Austria","Percentage of total","Personal care","2.6",""
"2012","Austria","Current prices, million euro","Personal care","4 496.0",""
"2012","Austria","Chain linked volumes (2010), million euro","Personal care","4 311.7",""
"2012","Poland","Percentage of total","Personal care","2.9",""
"2012","Poland","Current prices, million euro","Personal care","6 826.4",""
"2012","Poland","Chain linked volumes (2010), million euro","Personal care","6 886.1",""
"2012","Portugal","Percentage of total","Personal care","2.2",""
"2012","Portugal","Current prices, million euro","Personal care","2 487.6",""
"2012","Portugal","Chain linked volumes (2010), million euro","Personal care","2 499.2",""
"2012","Romania","Percentage of total","Personal care","1.7",""
"2012","Romania","Current prices, million euro","Personal care","1 366.3",""
"2012","Romania","Chain linked volumes (2010), million euro","Personal care","1 366.6",""
"2012","Slovenia","Percentage of total","Personal care","2.5",""
"2012","Slovenia","Current prices, million euro","Personal care","541.6",""
"2012","Slovenia","Chain linked volumes (2010), million euro","Personal care","521.6",""
"2012","Slovakia","Percentage of total","Personal care","3.9",""
"2012","Slovakia","Current prices, million euro","Personal care","1 604.1",""
"2012","Slovakia","Chain linked volumes (2010), million euro","Personal care","1 759.3",""
"2012","Finland","Percentage of total","Personal care","2.2",""
"2012","Finland","Current prices, million euro","Personal care","2 235.0",""
"2012","Finland","Chain linked volumes (2010), million euro","Personal care","2 064.0",""
"2012","Sweden","Percentage of total","Personal care","2.5",""
"2012","Sweden","Current prices, million euro","Personal care","4 793.5",""
"2012","Sweden","Chain linked volumes (2010), million euro","Personal care","4 229.8",""
"2012","United Kingdom","Percentage of total","Personal care","2.0",""
"2012","United Kingdom","Current prices, million euro","Personal care","26 259.4",""
"2012","United Kingdom","Chain linked volumes (2010), million euro","Personal care","23 890.0",""
"2012","Iceland","Percentage of total","Personal care","2.2",""
"2012","Iceland","Current prices, million euro","Personal care","130.8",""
"2012","Iceland","Chain linked volumes (2010), million euro","Personal care","126.0",""
"2012","Norway","Percentage of total","Personal care","2.5",""
"2012","Norway","Current prices, million euro","Personal care","3 648.2",""
"2012","Norway","Chain linked volumes (2010), million euro","Personal care","3 215.6",""
"2012","Switzerland","Percentage of total","Personal care",":",""
"2012","Switzerland","Current prices, million euro","Personal care",":","c"
"2012","Switzerland","Chain linked volumes (2010), million euro","Personal care",":",""
"2012","Montenegro","Percentage of total","Personal care",":",""
"2012","Montenegro","Current prices, million euro","Personal care",":","c"
"2012","Montenegro","Chain linked volumes (2010), million euro","Personal care",":",""
"2012","North Macedonia","Percentage of total","Personal care","1.8",""
"2012","North Macedonia","Current prices, million euro","Personal care","98.2",""
"2012","North Macedonia","Chain linked volumes (2010), million euro","Personal care",":",""
"2012","Albania","Percentage of total","Personal care",":",""
"2012","Albania","Current prices, million euro","Personal care",":",""
"2012","Albania","Chain linked volumes (2010), million euro","Personal care",":",""
"2012","Serbia","Percentage of total","Personal care","2.1",""
"2012","Serbia","Current prices, million euro","Personal care","530.8",""
"2012","Serbia","Chain linked volumes (2010), million euro","Personal care","487.2","e"
"2012","Turkey","Percentage of total","Personal care",":","c"
"2012","Turkey","Current prices, million euro","Personal care",":","c"
"2012","Turkey","Chain linked volumes (2010), million euro","Personal care",":",""
"2012","Bosnia and Herzegovina","Percentage of total","Personal care",":",""
"2012","Bosnia and Herzegovina","Current prices, million euro","Personal care",":",""
"2012","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Personal care",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage of total","Personal care",":",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Current prices, million euro","Personal care","50.5",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Chain linked volumes (2010), million euro","Personal care",":",""
"2013","European Union - 27 countries (from 2020)","Percentage of total","Personal care","2.4",""
"2013","European Union - 27 countries (from 2020)","Current prices, million euro","Personal care","153 802.2",""
