"TIME","GEO","NA_ITEM","PPP_CAT","Value","Flag and Footnotes"
"2010","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Actual individual consumption","103.8",""
"2010","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Actual individual consumption","104.2",""
"2010","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Actual individual consumption","104.3",""
"2010","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Actual individual consumption","104.4",""
"2010","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Actual individual consumption","104.7",""
"2010","Belgium","Price level indices (EU28=100)","Actual individual consumption","111.9",""
"2010","Bulgaria","Price level indices (EU28=100)","Actual individual consumption","45.8",""
"2010","Czechia","Price level indices (EU28=100)","Actual individual consumption","66.6",""
"2010","Denmark","Price level indices (EU28=100)","Actual individual consumption","140.0",""
"2010","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Actual individual consumption","103.1",""
"2010","Estonia","Price level indices (EU28=100)","Actual individual consumption","66.0",""
"2010","Ireland","Price level indices (EU28=100)","Actual individual consumption","122.7",""
"2010","Greece","Price level indices (EU28=100)","Actual individual consumption","95.4",""
"2010","Spain","Price level indices (EU28=100)","Actual individual consumption","98.7",""
"2010","France","Price level indices (EU28=100)","Actual individual consumption","109.9",""
"2010","Croatia","Price level indices (EU28=100)","Actual individual consumption","70.1",""
"2010","Italy","Price level indices (EU28=100)","Actual individual consumption","100.4",""
"2010","Cyprus","Price level indices (EU28=100)","Actual individual consumption","94.6",""
"2010","Latvia","Price level indices (EU28=100)","Actual individual consumption","62.3",""
"2010","Lithuania","Price level indices (EU28=100)","Actual individual consumption","57.8",""
"2010","Luxembourg","Price level indices (EU28=100)","Actual individual consumption","136.5",""
"2010","Hungary","Price level indices (EU28=100)","Actual individual consumption","57.4",""
"2010","Malta","Price level indices (EU28=100)","Actual individual consumption","76.6",""
"2010","Netherlands","Price level indices (EU28=100)","Actual individual consumption","112.3",""
"2010","Austria","Price level indices (EU28=100)","Actual individual consumption","109.2",""
"2010","Poland","Price level indices (EU28=100)","Actual individual consumption","55.2",""
"2010","Portugal","Price level indices (EU28=100)","Actual individual consumption","85.0",""
"2010","Romania","Price level indices (EU28=100)","Actual individual consumption","46.9",""
"2010","Slovenia","Price level indices (EU28=100)","Actual individual consumption","84.3",""
"2010","Slovakia","Price level indices (EU28=100)","Actual individual consumption","62.5",""
"2010","Finland","Price level indices (EU28=100)","Actual individual consumption","120.4",""
"2010","Sweden","Price level indices (EU28=100)","Actual individual consumption","124.6",""
"2010","United Kingdom","Price level indices (EU28=100)","Actual individual consumption","111.4",""
"2010","Iceland","Price level indices (EU28=100)","Actual individual consumption","107.6",""
"2010","Norway","Price level indices (EU28=100)","Actual individual consumption","158.8",""
"2010","Switzerland","Price level indices (EU28=100)","Actual individual consumption","146.4",""
"2010","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Actual individual consumption","45.6",""
"2010","Montenegro","Price level indices (EU28=100)","Actual individual consumption","49.5",""
"2010","North Macedonia","Price level indices (EU28=100)","Actual individual consumption","41.3",""
"2010","Albania","Price level indices (EU28=100)","Actual individual consumption","42.8",""
"2010","Serbia","Price level indices (EU28=100)","Actual individual consumption","45.0",""
"2010","Turkey","Price level indices (EU28=100)","Actual individual consumption","61.2",""
"2010","Bosnia and Herzegovina","Price level indices (EU28=100)","Actual individual consumption","50.7",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Actual individual consumption",":",""
"2010","United States","Price level indices (EU28=100)","Actual individual consumption","98",""
"2010","Japan","Price level indices (EU28=100)","Actual individual consumption","126.1",""
"2011","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Actual individual consumption","98.1",""
"2011","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Actual individual consumption","100.0",""
"2011","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Actual individual consumption","100.2",""
"2011","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Actual individual consumption","101.7",""
"2011","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Actual individual consumption","106.8",""
"2011","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Actual individual consumption","103.3",""
"2011","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Actual individual consumption","103.6",""
"2011","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Actual individual consumption","103.7",""
"2011","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Actual individual consumption","103.8",""
"2011","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Actual individual consumption","104.3",""
"2011","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Actual individual consumption","104.3",""
"2011","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Actual individual consumption","104.4",""
"2011","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Actual individual consumption","104.7",""
"2011","Belgium","Price level indices (EU28=100)","Actual individual consumption","112.4",""
"2011","Bulgaria","Price level indices (EU28=100)","Actual individual consumption","45.5",""
"2011","Czechia","Price level indices (EU28=100)","Actual individual consumption","68.9",""
"2011","Denmark","Price level indices (EU28=100)","Actual individual consumption","139.8",""
"2011","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Actual individual consumption","102.2",""
"2011","Estonia","Price level indices (EU28=100)","Actual individual consumption","67.2",""
"2011","Ireland","Price level indices (EU28=100)","Actual individual consumption","122.5",""
"2011","Greece","Price level indices (EU28=100)","Actual individual consumption","94.9",""
"2011","Spain","Price level indices (EU28=100)","Actual individual consumption","98.5",""
"2011","France","Price level indices (EU28=100)","Actual individual consumption","109.6",""
"2011","Croatia","Price level indices (EU28=100)","Actual individual consumption","68.1",""
"2011","Italy","Price level indices (EU28=100)","Actual individual consumption","101.5",""
"2011","Cyprus","Price level indices (EU28=100)","Actual individual consumption","95.8",""
"2011","Latvia","Price level indices (EU28=100)","Actual individual consumption","65.5",""
"2011","Lithuania","Price level indices (EU28=100)","Actual individual consumption","58.3",""
"2011","Luxembourg","Price level indices (EU28=100)","Actual individual consumption","136.0",""
"2011","Hungary","Price level indices (EU28=100)","Actual individual consumption","56.3",""
"2011","Malta","Price level indices (EU28=100)","Actual individual consumption","77.9",""
"2011","Netherlands","Price level indices (EU28=100)","Actual individual consumption","112.7",""
"2011","Austria","Price level indices (EU28=100)","Actual individual consumption","110.1",""
"2011","Poland","Price level indices (EU28=100)","Actual individual consumption","53.7",""
"2011","Portugal","Price level indices (EU28=100)","Actual individual consumption","85.2",""
"2011","Romania","Price level indices (EU28=100)","Actual individual consumption","47.7",""
"2011","Slovenia","Price level indices (EU28=100)","Actual individual consumption","83.7",""
"2011","Slovakia","Price level indices (EU28=100)","Actual individual consumption","63.4",""
"2011","Finland","Price level indices (EU28=100)","Actual individual consumption","121.6",""
"2011","Sweden","Price level indices (EU28=100)","Actual individual consumption","131.7",""
"2011","United Kingdom","Price level indices (EU28=100)","Actual individual consumption","111.3",""
"2011","Iceland","Price level indices (EU28=100)","Actual individual consumption","109.6",""
"2011","Norway","Price level indices (EU28=100)","Actual individual consumption","165.3",""
"2011","Switzerland","Price level indices (EU28=100)","Actual individual consumption","161.7",""
"2011","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Actual individual consumption","47.1",""
"2011","Montenegro","Price level indices (EU28=100)","Actual individual consumption","49.3",""
"2011","North Macedonia","Price level indices (EU28=100)","Actual individual consumption","42.7",""
"2011","Albania","Price level indices (EU28=100)","Actual individual consumption","42.1",""
"2011","Serbia","Price level indices (EU28=100)","Actual individual consumption","48.0",""
"2011","Turkey","Price level indices (EU28=100)","Actual individual consumption","54.7",""
"2011","Bosnia and Herzegovina","Price level indices (EU28=100)","Actual individual consumption","50.6",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Actual individual consumption",":",""
"2011","United States","Price level indices (EU28=100)","Actual individual consumption","93.3",""
"2011","Japan","Price level indices (EU28=100)","Actual individual consumption","127.7",""
"2012","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Actual individual consumption","96.8",""
"2012","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Actual individual consumption","100.0",""
"2012","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Actual individual consumption","100.2",""
"2012","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Actual individual consumption","101.8",""
"2012","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Actual individual consumption","107.2",""
"2012","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Actual individual consumption","102.2",""
"2012","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Actual individual consumption","102.5",""
"2012","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Actual individual consumption","102.6",""
"2012","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Actual individual consumption","102.7",""
"2012","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Actual individual consumption","103.1",""
"2012","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Actual individual consumption","103.2",""
"2012","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Actual individual consumption","103.3",""
"2012","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Actual individual consumption","103.6",""
"2012","Belgium","Price level indices (EU28=100)","Actual individual consumption","111.5",""
"2012","Bulgaria","Price level indices (EU28=100)","Actual individual consumption","45.0",""
"2012","Czechia","Price level indices (EU28=100)","Actual individual consumption","66.9",""
"2012","Denmark","Price level indices (EU28=100)","Actual individual consumption","140.0",""
"2012","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Actual individual consumption","101.1",""
"2012","Estonia","Price level indices (EU28=100)","Actual individual consumption","67.6",""
"2012","Ireland","Price level indices (EU28=100)","Actual individual consumption","120.5",""
"2012","Greece","Price level indices (EU28=100)","Actual individual consumption","91.9",""
"2012","Spain","Price level indices (EU28=100)","Actual individual consumption","95.8",""
"2012","France","Price level indices (EU28=100)","Actual individual consumption","108.7",""
"2012","Croatia","Price level indices (EU28=100)","Actual individual consumption","65.5",""
"2012","Italy","Price level indices (EU28=100)","Actual individual consumption","101.1",""
"2012","Cyprus","Price level indices (EU28=100)","Actual individual consumption","96.0",""
"2012","Latvia","Price level indices (EU28=100)","Actual individual consumption","65.8",""
"2012","Lithuania","Price level indices (EU28=100)","Actual individual consumption","58.0",""
"2012","Luxembourg","Price level indices (EU28=100)","Actual individual consumption","135.8",""
"2012","Hungary","Price level indices (EU28=100)","Actual individual consumption","54.9",""
"2012","Malta","Price level indices (EU28=100)","Actual individual consumption","78.0",""
"2012","Netherlands","Price level indices (EU28=100)","Actual individual consumption","111.3",""
"2012","Austria","Price level indices (EU28=100)","Actual individual consumption","108.8",""
"2012","Poland","Price level indices (EU28=100)","Actual individual consumption","52.1",""
"2012","Portugal","Price level indices (EU28=100)","Actual individual consumption","82.7",""
"2012","Romania","Price level indices (EU28=100)","Actual individual consumption","45.6",""
"2012","Slovenia","Price level indices (EU28=100)","Actual individual consumption","81.8",""
"2012","Slovakia","Price level indices (EU28=100)","Actual individual consumption","63.4",""
"2012","Finland","Price level indices (EU28=100)","Actual individual consumption","121.8",""
"2012","Sweden","Price level indices (EU28=100)","Actual individual consumption","134.2",""
"2012","United Kingdom","Price level indices (EU28=100)","Actual individual consumption","118.6",""
"2012","Iceland","Price level indices (EU28=100)","Actual individual consumption","111.6",""
"2012","Norway","Price level indices (EU28=100)","Actual individual consumption","172.5",""
"2012","Switzerland","Price level indices (EU28=100)","Actual individual consumption","160.6",""
"2012","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Actual individual consumption","44.8",""
"2012","Montenegro","Price level indices (EU28=100)","Actual individual consumption","50.1",""
"2012","North Macedonia","Price level indices (EU28=100)","Actual individual consumption","42.1",""
"2012","Albania","Price level indices (EU28=100)","Actual individual consumption","40.6",""
"2012","Serbia","Price level indices (EU28=100)","Actual individual consumption","44.5",""
"2012","Turkey","Price level indices (EU28=100)","Actual individual consumption","58.5",""
"2012","Bosnia and Herzegovina","Price level indices (EU28=100)","Actual individual consumption","49.2",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Actual individual consumption",":",""
"2012","United States","Price level indices (EU28=100)","Actual individual consumption","101.2",""
"2012","Japan","Price level indices (EU28=100)","Actual individual consumption","133.7",""
"2013","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Actual individual consumption","97.1",""
"2013","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Actual individual consumption","100.0",""
"2013","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Actual individual consumption","100.2",""
"2013","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Actual individual consumption","101.8",""
"2013","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Actual individual consumption","107.2",""
"2013","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Actual individual consumption","102.3",""
"2013","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Actual individual consumption","102.6",""
"2013","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Actual individual consumption","102.7",""
"2013","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Actual individual consumption","102.8",""
"2013","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Actual individual consumption","103.3",""
"2013","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Actual individual consumption","103.3",""
"2013","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Actual individual consumption","103.4",""
"2013","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Actual individual consumption","103.8",""
"2013","Belgium","Price level indices (EU28=100)","Actual individual consumption","111.0",""
"2013","Bulgaria","Price level indices (EU28=100)","Actual individual consumption","44.2",""
"2013","Czechia","Price level indices (EU28=100)","Actual individual consumption","63.3",""
"2013","Denmark","Price level indices (EU28=100)","Actual individual consumption","139.3",""
"2013","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Actual individual consumption","102.5",""
"2013","Estonia","Price level indices (EU28=100)","Actual individual consumption","69.9",""
"2013","Ireland","Price level indices (EU28=100)","Actual individual consumption","123.2",""
"2013","Greece","Price level indices (EU28=100)","Actual individual consumption","87.8",""
"2013","Spain","Price level indices (EU28=100)","Actual individual consumption","95.1",""
"2013","France","Price level indices (EU28=100)","Actual individual consumption","106.9",""
"2013","Croatia","Price level indices (EU28=100)","Actual individual consumption","64.5",""
"2013","Italy","Price level indices (EU28=100)","Actual individual consumption","102.2",""
"2013","Cyprus","Price level indices (EU28=100)","Actual individual consumption","95.2",""
"2013","Latvia","Price level indices (EU28=100)","Actual individual consumption","65.9",""
"2013","Lithuania","Price level indices (EU28=100)","Actual individual consumption","57.8",""
"2013","Luxembourg","Price level indices (EU28=100)","Actual individual consumption","135.1",""
"2013","Hungary","Price level indices (EU28=100)","Actual individual consumption","54.3",""
"2013","Malta","Price level indices (EU28=100)","Actual individual consumption","80.8",""
"2013","Netherlands","Price level indices (EU28=100)","Actual individual consumption","111.9",""
"2013","Austria","Price level indices (EU28=100)","Actual individual consumption","109.1",""
"2013","Poland","Price level indices (EU28=100)","Actual individual consumption","52.4",""
"2013","Portugal","Price level indices (EU28=100)","Actual individual consumption","81.1",""
"2013","Romania","Price level indices (EU28=100)","Actual individual consumption","47.8",""
"2013","Slovenia","Price level indices (EU28=100)","Actual individual consumption","82.1",""
"2013","Slovakia","Price level indices (EU28=100)","Actual individual consumption","63.4",""
"2013","Finland","Price level indices (EU28=100)","Actual individual consumption","124.0",""
"2013","Sweden","Price level indices (EU28=100)","Actual individual consumption","140.4",""
"2013","United Kingdom","Price level indices (EU28=100)","Actual individual consumption","117.0",""
"2013","Iceland","Price level indices (EU28=100)","Actual individual consumption","116.0",""
"2013","Norway","Price level indices (EU28=100)","Actual individual consumption","166.9",""
"2013","Switzerland","Price level indices (EU28=100)","Actual individual consumption","155.1",""
"2013","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Actual individual consumption","46.4",""
"2013","Montenegro","Price level indices (EU28=100)","Actual individual consumption","50.4",""
"2013","North Macedonia","Price level indices (EU28=100)","Actual individual consumption","42.5",""
"2013","Albania","Price level indices (EU28=100)","Actual individual consumption","41.9",""
"2013","Serbia","Price level indices (EU28=100)","Actual individual consumption","47.3",""
"2013","Turkey","Price level indices (EU28=100)","Actual individual consumption","57.7",""
"2013","Bosnia and Herzegovina","Price level indices (EU28=100)","Actual individual consumption","49.1",""
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Actual individual consumption",":",""
"2013","United States","Price level indices (EU28=100)","Actual individual consumption","100.3",""
"2013","Japan","Price level indices (EU28=100)","Actual individual consumption","101.6",""
"2014","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Actual individual consumption","95.9",""
"2014","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Actual individual consumption","100.0",""
"2014","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Actual individual consumption","100.2",""
"2014","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Actual individual consumption","101.8",""
"2014","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Actual individual consumption","107.4",""
"2014","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Actual individual consumption","101.4",""
"2014","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Actual individual consumption","101.7",""
"2014","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Actual individual consumption","101.8",""
"2014","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Actual individual consumption","101.9",""
"2014","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Actual individual consumption","102.3",""
"2014","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Actual individual consumption","102.4",""
"2014","Euro area - 12 countries (2001-2006)","Price level indices (EU28=100)","Actual individual consumption","102.5",""
"2014","Euro area - 11 countries (1999-2000)","Price level indices (EU28=100)","Actual individual consumption","102.9",""
"2014","Belgium","Price level indices (EU28=100)","Actual individual consumption","108.9",""
"2014","Bulgaria","Price level indices (EU28=100)","Actual individual consumption","42.6",""
"2014","Czechia","Price level indices (EU28=100)","Actual individual consumption","58.3",""
"2014","Denmark","Price level indices (EU28=100)","Actual individual consumption","138.5",""
"2014","Germany (until 1990 former territory of the FRG)","Price level indices (EU28=100)","Actual individual consumption","101.4",""
"2014","Estonia","Price level indices (EU28=100)","Actual individual consumption","69.9",""
"2014","Ireland","Price level indices (EU28=100)","Actual individual consumption","124.9",""
"2014","Greece","Price level indices (EU28=100)","Actual individual consumption","83.7",""
"2014","Spain","Price level indices (EU28=100)","Actual individual consumption","92.6",""
"2014","France","Price level indices (EU28=100)","Actual individual consumption","106.0",""
"2014","Croatia","Price level indices (EU28=100)","Actual individual consumption","62.4",""
"2014","Italy","Price level indices (EU28=100)","Actual individual consumption","102.5",""
"2014","Cyprus","Price level indices (EU28=100)","Actual individual consumption","91.9",""
"2014","Latvia","Price level indices (EU28=100)","Actual individual consumption","66.0",""
"2014","Lithuania","Price level indices (EU28=100)","Actual individual consumption","56.9",""
"2014","Luxembourg","Price level indices (EU28=100)","Actual individual consumption","135.7",""
"2014","Hungary","Price level indices (EU28=100)","Actual individual consumption","53.4",""
"2014","Malta","Price level indices (EU28=100)","Actual individual consumption","80.5",""
"2014","Netherlands","Price level indices (EU28=100)","Actual individual consumption","111.8",""
"2014","Austria","Price level indices (EU28=100)","Actual individual consumption","109.1",""
"2014","Poland","Price level indices (EU28=100)","Actual individual consumption","52.5",""
"2014","Portugal","Price level indices (EU28=100)","Actual individual consumption","80.3",""
"2014","Romania","Price level indices (EU28=100)","Actual individual consumption","47.6",""
"2014","Slovenia","Price level indices (EU28=100)","Actual individual consumption","81.4",""
"2014","Slovakia","Price level indices (EU28=100)","Actual individual consumption","63.3",""
"2014","Finland","Price level indices (EU28=100)","Actual individual consumption","122.9",""
"2014","Sweden","Price level indices (EU28=100)","Actual individual consumption","133.6",""
"2014","United Kingdom","Price level indices (EU28=100)","Actual individual consumption","123.5",""
"2014","Iceland","Price level indices (EU28=100)","Actual individual consumption","123.4",""
"2014","Norway","Price level indices (EU28=100)","Actual individual consumption","157.2",""
"2014","Switzerland","Price level indices (EU28=100)","Actual individual consumption","153.0",""
"2014","Candidate and potential candidate countries except Turkey and Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Actual individual consumption","45.2",""
"2014","Montenegro","Price level indices (EU28=100)","Actual individual consumption","49.3",""
"2014","North Macedonia","Price level indices (EU28=100)","Actual individual consumption","41.8",""
"2014","Albania","Price level indices (EU28=100)","Actual individual consumption","41.5",""
"2014","Serbia","Price level indices (EU28=100)","Actual individual consumption","45.4",""
"2014","Turkey","Price level indices (EU28=100)","Actual individual consumption","51.6",""
"2014","Bosnia and Herzegovina","Price level indices (EU28=100)","Actual individual consumption","48.4",""
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Price level indices (EU28=100)","Actual individual consumption",":",""
"2014","United States","Price level indices (EU28=100)","Actual individual consumption","99",""
"2014","Japan","Price level indices (EU28=100)","Actual individual consumption","94.7",""
"2015","European Union - 27 countries (from 2020)","Price level indices (EU28=100)","Actual individual consumption","94.0",""
"2015","European Union - 28 countries (2013-2020)","Price level indices (EU28=100)","Actual individual consumption","100.0",""
"2015","European Union - 27 countries (2007-2013)","Price level indices (EU28=100)","Actual individual consumption","100.2",""
"2015","European Union - 25 countries (2004-2006)","Price level indices (EU28=100)","Actual individual consumption","101.9",""
"2015","European Union - 15 countries (1995-2004)","Price level indices (EU28=100)","Actual individual consumption","107.6",""
"2015","Euro area - 19 countries  (from 2015)","Price level indices (EU28=100)","Actual individual consumption","99.4",""
"2015","Euro area - 18 countries (2014)","Price level indices (EU28=100)","Actual individual consumption","99.7",""
"2015","Euro area - 17 countries (2011-2013)","Price level indices (EU28=100)","Actual individual consumption","99.8",""
"2015","Euro area - 16 countries (2009-2010)","Price level indices (EU28=100)","Actual individual consumption","99.9",""
"2015","Euro area - 15 countries (2008)","Price level indices (EU28=100)","Actual individual consumption","100.4",""
"2015","Euro area - 13 countries (2007)","Price level indices (EU28=100)","Actual individual consumption","100.4",""
