"TIME","GEO","CROPS","STRUCPRO","Value","Flag and Footnotes"
"2012","Denmark","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","271.37",""
"2012","Germany (until 1990 former territory of the FRG)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","3 767.81",""
"2012","Estonia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","42.80",""
"2012","Ireland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","107.24",""
"2012","Greece","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","3 130.47",""
"2012","Spain","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2012","France","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","6 211.98",""
"2012","Croatia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","133.41",""
"2012","Italy","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2012","Cyprus","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","102.45",""
"2012","Latvia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","73.80",""
"2012","Lithuania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","281.90",""
"2012","Luxembourg","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","1.48",""
"2012","Hungary","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2012","Malta","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","54.25",""
"2012","Netherlands","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","4 680.00",""
"2012","Austria","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","615.66",""
"2012","Poland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":","z"
"2012","Portugal","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 125.29",""
"2012","Romania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 478.56",""
"2012","Slovenia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2012","Slovakia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","90.81",""
"2012","Finland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","220.04",""
"2012","Sweden","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","376.17",""
"2012","United Kingdom","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2012","Iceland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","0.00",""
"2012","Norway","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2012","Switzerland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2012","Montenegro","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","27.43",""
"2012","North Macedonia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","691.35",""
"2012","Albania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2012","Serbia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","915.80",""
"2012","Turkey","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","28 105.00",""
"2012","Bosnia and Herzegovina","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","256.41","e"
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","90.10",""
"2013","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2013","European Union - 27 countries (from 2020)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2013","European Union - 28 countries (2013-2020)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2013","Belgium","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":","z"
"2013","Bulgaria","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","446.72",""
"2013","Czechia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","176.95",""
"2013","Denmark","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","293.32",""
"2013","Germany (until 1990 former territory of the FRG)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","3 356.21",""
"2013","Estonia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","52.20",""
"2013","Ireland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","123.26",""
"2013","Greece","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","3 405.85",""
"2013","Spain","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2013","France","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","5 308.72",""
"2013","Croatia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","167.50",""
"2013","Italy","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","12 108.42",""
"2013","Cyprus","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","96.41",""
"2013","Latvia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","68.70",""
"2013","Lithuania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","229.40",""
"2013","Luxembourg","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","1.73",""
"2013","Hungary","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2013","Malta","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","61.98",""
"2013","Netherlands","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","4 849.00",""
"2013","Austria","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","594.99",""
"2013","Poland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":","z"
"2013","Portugal","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","1 977.09",""
"2013","Romania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 712.83",""
"2013","Slovenia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2013","Slovakia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","84.51",""
"2013","Finland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","250.66",""
"2013","Sweden","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","362.66",""
"2013","United Kingdom","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2013","Iceland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","0.00",""
"2013","Norway","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2013","Switzerland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2013","Montenegro","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","31.17",""
"2013","North Macedonia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","686.77",""
"2013","Albania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2013","Serbia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","1 033.33",""
"2013","Turkey","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","28 820.00",""
"2013","Bosnia and Herzegovina","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","304.18","e"
"2013","Kosovo (under United Nations Security Council Resolution 1244/99)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","135.40",""
"2014","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2014","European Union - 27 countries (from 2020)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2014","European Union - 28 countries (2013-2020)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2014","Belgium","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":","z"
"2014","Bulgaria","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","389.65",""
"2014","Czechia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","221.58",""
"2014","Denmark","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","307.58",""
"2014","Germany (until 1990 former territory of the FRG)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","3 702.62",""
"2014","Estonia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","40.40",""
"2014","Ireland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","127.30",""
"2014","Greece","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","3 175.15",""
"2014","Spain","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2014","France","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","5 376.26",""
"2014","Croatia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","149.49",""
"2014","Italy","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2014","Cyprus","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","105.62",""
"2014","Latvia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","84.80",""
"2014","Lithuania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","250.80",""
"2014","Luxembourg","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","1.89",""
"2014","Hungary","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","1 513.55",""
"2014","Malta","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","63.07",""
"2014","Netherlands","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","4 918.00",""
"2014","Austria","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","689.12",""
"2014","Poland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","5 639.30",""
"2014","Portugal","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 284.20",""
"2014","Romania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 644.59",""
"2014","Slovenia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2014","Slovakia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","108.33",""
"2014","Finland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","259.21",""
"2014","Sweden","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","377.73",""
"2014","United Kingdom","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 477.00",""
"2014","Iceland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2014","Norway","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2014","Switzerland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":","z"
"2014","Montenegro","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","32.91",""
"2014","North Macedonia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","775.79",""
"2014","Albania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","950.00",""
"2014","Serbia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","912.54",""
"2014","Turkey","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","3 419.00",""
"2014","Bosnia and Herzegovina","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","228.59","e"
"2014","Kosovo (under United Nations Security Council Resolution 1244/99)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","151.20","e"
"2015","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2015","European Union - 27 countries (from 2020)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2015","European Union - 28 countries (2013-2020)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2015","Belgium","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","1 942.51",""
"2015","Bulgaria","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","433.79",""
"2015","Czechia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","183.60",""
"2015","Denmark","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","289.07",""
"2015","Germany (until 1990 former territory of the FRG)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","3 391.73",""
"2015","Estonia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","55.90",""
"2015","Ireland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","125.31",""
"2015","Greece","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","3 093.16",""
"2015","Spain","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","14 123.24",""
"2015","France","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","5 297.41",""
"2015","Croatia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","189.25",""
"2015","Italy","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2015","Cyprus","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","101.10",""
"2015","Latvia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","75.40",""
"2015","Lithuania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","194.10",""
"2015","Luxembourg","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","1.74",""
"2015","Hungary","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","1 601.10",""
"2015","Malta","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","60.63",""
"2015","Netherlands","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","4 922.60",""
"2015","Austria","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","560.24",""
"2015","Poland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","4 823.70",""
"2015","Portugal","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 214.70",""
"2015","Romania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 491.31",""
"2015","Slovenia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","95.55",""
"2015","Slovakia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","92.97",""
"2015","Finland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","260.91",""
"2015","Sweden","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","380.55",""
"2015","United Kingdom","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 613.50",""
"2015","Iceland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2.37",""
"2015","Norway","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2015","Switzerland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":","z"
"2015","Montenegro","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","40.93",""
"2015","North Macedonia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","844.90",""
"2015","Albania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","1 030.00",""
"2015","Serbia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","1 060.73",""
"2015","Turkey","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","29 552.00",""
"2015","Bosnia and Herzegovina","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","280.43","e"
"2015","Kosovo (under United Nations Security Council Resolution 1244/99)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","125.20",""
"2016","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","64 583.22",""
"2016","European Union - 27 countries (from 2020)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","62 137.72",""
"2016","European Union - 28 countries (2013-2020)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","64 583.22",""
"2016","Belgium","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 012.89",""
"2016","Bulgaria","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","664.21",""
"2016","Czechia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","227.91",""
"2016","Denmark","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","315.60",""
"2016","Germany (until 1990 former territory of the FRG)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","3 672.66",""
"2016","Estonia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","40.48",""
"2016","Ireland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","140.58",""
"2016","Greece","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 968.29",""
"2016","Spain","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","15 003.61",""
"2016","France","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","5 444.25",""
"2016","Croatia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","191.32",""
"2016","Italy","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","12 629.02",""
"2016","Cyprus","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","96.49",""
"2016","Latvia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","77.30",""
"2016","Lithuania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","214.04",""
"2016","Luxembourg","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","1.70",""
"2016","Hungary","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","1 625.77",""
"2016","Malta","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","61.17",""
"2016","Netherlands","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","4 833.00",""
"2016","Austria","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","615.79",""
"2016","Poland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","5 634.31",""
"2016","Portugal","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 523.39",""
"2016","Romania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 276.89",""
"2016","Slovenia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","105.90",""
"2016","Slovakia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","115.84",""
"2016","Finland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","272.95",""
"2016","Sweden","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","372.39",""
"2016","United Kingdom","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 445.50",""
"2016","Iceland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","3.79",""
"2016","Norway","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2016","Switzerland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":","z"
"2016","Montenegro","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","41.76","p"
"2016","North Macedonia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","810.03",""
"2016","Albania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)",":",""
"2016","Serbia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","1 133.14",""
"2016","Turkey","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","30 267.00",""
"2016","Bosnia and Herzegovina","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","361.36","e"
"2016","Kosovo (under United Nations Security Council Resolution 1244/99)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","151.70",""
"2017","European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","65 000.49",""
"2017","European Union - 27 countries (from 2020)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","62 369.79",""
"2017","European Union - 28 countries (2013-2020)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","65 000.49",""
"2017","Belgium","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 104.80",""
"2017","Bulgaria","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","554.91",""
"2017","Czechia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","241.69",""
"2017","Denmark","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","331.02",""
"2017","Germany (until 1990 former territory of the FRG)","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","3 952.43",""
"2017","Estonia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","35.82",""
"2017","Ireland","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","140.82",""
"2017","Greece","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","2 794.47",""
"2017","Spain","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","15 039.96",""
"2017","France","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","5 549.35",""
"2017","Croatia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","178.79",""
"2017","Italy","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","11 889.89",""
"2017","Cyprus","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","83.62",""
"2017","Latvia","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","60.80",""
"2017","Lithuania","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","175.94",""
"2017","Luxembourg","Fresh vegetables (including melons)","Harvested production in EU standard humidity (1000 t)","1.84",""
